The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", m_methodname "general method", ls_singlevalue "single value [mm^2]", ls_n "sample size", ls_valid "valid", ref_refname "reference", ls_mean "mean LS [mm^2]", ls_maximum "maximum LS [mm^2]", ls_minimum "minimum LS [mm^2]", ls_median "median LS [mm^2]", ls_replicates "number of replicates", ls_stddev "standard deviation", ls_stderror "standard error", ls_collectiondate "collection date", ls_comment "general comment", lflv_name "leaf state", or_origrefname "original reference" FROM (SELECT case when ls_median is not null then ls_median when ls_mean is not null then ls_mean when ls_minimum is not null and ls_maximum is not null then (ls_minimum + ls_maximum) / 2 when ls_minimum is not null then ls_minimum when ls_maximum is not null then ls_maximum else null end AS ls_singlevalue, sbs_sbsnumber, sbs_sbsname, m_methodname, ls_median, ls_mean, ls_minimum, ls_maximum, ls_n, ls_valid, ref_refname, ls_replicates, ls_stddev, ls_stderror, ls_collectiondate, ls_comment, lflv_name, or_origrefname, ls_sbsnumber FROM (SELECT sbs.sbs_sbsnumber, sbs.sbs_sbsname, m_ls.m_methodname, m_ls.ls_median, m_ls.ls_mean, m_ls.ls_minimum, m_ls.ls_maximum, m_ls.ls_n, m_ls.ls_valid, m_ls.ref_refname, m_ls.ls_replicates, m_ls.ls_stddev, m_ls.ls_stderror, m_ls.ls_collectiondate, m_ls.ls_comment, m_ls.lflv_name, m_ls.or_origrefname, m_ls.ls_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_ls.ls_sbsnumber, m.m_methodname, r_ls.ls_median, r_ls.ls_mean, r_ls.ls_minimum, r_ls.ls_maximum, r_ls.ls_n, r_ls.ls_valid, r_ls.ref_refname, r_ls.ls_replicates, r_ls.ls_stddev, r_ls.ls_stderror, r_ls.ls_collectiondate, r_ls.ls_comment, r_ls.lflv_name, r_ls.or_origrefname FROM (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m JOIN (SELECT ls_lflv.ls_sbsnumber, ls_lflv.ls_methodid, ls_lflv.ls_median, ls_lflv.ls_mean, ls_lflv.ls_minimum, ls_lflv.ls_maximum, ls_lflv.ls_n, ls_lflv.ls_valid, r.ref_refname, ls_lflv.ls_replicates, ls_lflv.ls_stddev, ls_lflv.ls_stderror, ls_lflv.ls_collectiondate, ls_lflv.ls_comment, ls_lflv.lflv_name, ls_lflv.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT ls_orf.ls_sbsnumber, ls_orf.ls_methodid, ls_orf.ls_median, ls_orf.ls_mean, ls_orf.ls_minimum, ls_orf.ls_maximum, ls_orf.ls_n, ls_orf.ls_valid, ls_orf.ls_referenceid, ls_orf.ls_replicates, ls_orf.ls_stddev, ls_orf.ls_stderror, ls_orf.ls_collectiondate, ls_orf.ls_comment, lflv.lflv_name, ls_orf.or_origrefname FROM (SELECT ls.ls_sbsnumber, ls.ls_methodid, ls.ls_median, ls.ls_mean, ls.ls_minimum, ls.ls_maximum, ls.ls_n, ls.ls_valid, ls.ls_referenceid, ls.ls_replicates, ls.ls_stddev, ls.ls_stderror, ls.ls_collectiondate, ls.ls_comment, ls.ls_leafformid, orf.or_origrefname FROM (SELECT sbsnumber AS ls_sbsnumber, methodid AS ls_methodid, median AS ls_median, mean AS ls_mean, minimum AS ls_minimum, maximum AS ls_maximum, n AS ls_n, valid AS ls_valid, referenceid AS ls_referenceid, replicates AS ls_replicates, stddeviation AS ls_stddev, stderror AS ls_stderror, collectiondate AS ls_collectiondate, p_comment AS ls_comment, leafformid AS ls_leafformid, origreferenceid AS ls_origreferenceid FROM (SELECT sbsnumber, taxonid, mean, median, minimum, maximum, stderror, stddeviation, n, replicates, created_when, updated_when, collectiondate, p_comment, methodid, referenceid, origreferenceid, habitattypeid, georefid, valid, validsince, validuntil, ledaid, batchid, leafformid, leafsizeid FROM leafsize natural join taxontosbsassignment WHERE valid IN (-2, 1))) ls FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON ls.ls_origreferenceid = orf.or_origrefid) ls_orf FULL JOIN (SELECT leafformid AS lflv_id, leafformname AS lflv_name FROM (select leafformid, leafformname from leafform_lv)) lflv ON ls_orf.ls_leafformid = lflv.lflv_id) ls_lflv ON r.ref_referenceid = ls_lflv.ls_referenceid) r_ls ON m.m_methodid = r_ls.ls_methodid) m_ls ON sbs.sbs_sbsnumber = m_ls.ls_sbsnumber)) ORDER BY sbs_sbsname
on Tue Apr 29 10:38:50 CEST 2008 .

SBS name;SBS number;general method;single value [mm^2];sample size;valid;reference;mean LS [mm^2];maximum LS [mm^2];minimum LS [mm^2];median LS [mm^2];number of replicates;standard deviation;standard error;collection date;general comment;leaf state;original reference
Nuphar lutea;25253;actual measurement (following LEDA data standards);18127.5;5;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Krüger), Correspondig address: michael.kleyer@uni-oldenburg.de;21278;34078.5;13899.5;18127.5;2;;;;Preaggregated value obtained from single record. ;without petiole and rachis;
Nymphaea alba;25260;actual measurement;39342;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;39342;;;1;;;1997-09-02 00:00:00.0;;without petiole and rachis;
Nymphoides peltata;26354;actual measurement;10495;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;10495;;;2;;;1996-08-08 00:00:00.0;;without petiole and rachis;
Odontites lutea;33000;actual measurement (following LEDA data standards);27.17;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;30.27;48.67;18.67;27.17;2;;;2004-07-27 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Odontites verna;33007;actual measurement;81;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;81;;;2;;;1996-09-23 00:00:00.0;;without petiole and rachis;
Odontites verna;33007;actual measurement;229;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;229;;;2;;;1996-08-08 00:00:00.0;;without petiole and rachis;
Odontites verna s. serotina;33736;actual measurement;76.75;20;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kühner), Corresponding address: michael.kleyer@uni-oldenburg.de;90.5;223;59.5;76.75;1;;;;Preaggregated value obtained from single record. leaves scanned with hand scanner, single leaves measured, not linked to individual plants;with petiole and rachis;
Odontites verna subsp. litoralis;33008;actual measurement (following LEDA data standards);85.5;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;80.45;125.5;34;85.5;2;;;2005-07-28 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Oenanthe aquatica;1156;actual measurement;2154;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;2154;;;1;;;1997-05-30 00:00:00.0;;without petiole and rachis;
Oenanthe aquatica;1156;actual measurement (following LEDA data standards);7626.5;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Krüger), Correspondig address: michael.kleyer@uni-oldenburg.de;7457.1;13895.5;2944;7626.5;2;;;;Preaggregated value obtained from single record. ;without petiole and rachis;
Oenanthe crocata;1659;actual measurement;15317;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;15317;;;2;;;1996-08-24 00:00:00.0;;without petiole and rachis;
Oenanthe fistulosa;1660;actual measurement;355;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;355;;;2;;;1996-09-02 00:00:00.0;;without petiole and rachis;
Oenanthe fistulosa;1660;actual measurement (following LEDA data standards);485.31;7;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;510.45;799.87;308;485.31;2;;;2004-06-19 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Oenanthe lachenalii;2104;actual measurement;1179;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;;1179;;;2;;;1996-07-08 00:00:00.0;;without petiole and rachis;
Oenanthe lachenalii;2104;actual measurement (following LEDA data standards);1182.84;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1205.32;1505.5;769;1182.84;2;;;2004-06-06 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Oenothera ammophila;26491;laboratory/greenhouse/garden experiment;1689;7;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1960.64;2705;1344.5;1689;2;;;2004-09-02 00:00:00.0;Preaggregated value obtained from single record. ;without petiole and rachis;
Oenothera ammophila;26491;laboratory/greenhouse/garden experiment;2236.5;7;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2283.29;2834;1440.5;2236.5;2;;;2004-09-02 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Oenothera biennis;26442;laboratory/greenhouse/garden experiment;14200;9;1;Reekie, E.G.(1991): The effect of reproduction on canopy structure, allocation and growth in Oenothera biennis [79];14200;;;;1;7000;2333.333;;;with petiole and rachis;Reekie, E.G.(1991): The effect of reproduction on canopy structure, allocation and growth in Oenothera biennis [79]
Oenothera erythrosepala;26448;laboratory/greenhouse/garden experiment;5626;9;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;5502.39;7907.5;4116.5;5626;2;;;2004-08-11 00:00:00.0;Preaggregated value obtained from single record. ;without petiole and rachis;
Oenothera erythrosepala;26448;laboratory/greenhouse/garden experiment;5668.5;9;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;5556.89;8017;4158.5;5668.5;2;;;2004-08-11 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Oenothera parviflora;26459;laboratory/greenhouse/garden experiment;581;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;594.5;970;226;581;2;;;2004-08-11 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Oenothera parviflora;26459;actual measurement (following LEDA data standards);293.5;10;-2;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;281.5;373;180;293.5;2;;;2003-08-12 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Oenothera rosea;26462;laboratory/greenhouse/garden experiment;286.5;7;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;288.07;429;157;286.5;2;;;2004-10-13 00:00:00.0;Preaggregated value obtained from single record. ;without petiole and rachis;
Oenothera rosea;26462;laboratory/greenhouse/garden experiment;348.66;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;348.07;520;213.04;348.66;2;;;2004-10-13 00:00:00.0;Preaggregated value obtained from single record. collection date #1-3: 2005-06-14;with petiole and rachis;
Omalotheca norvegica;11511;actual measurement (following LEDA data standards);196.22;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;196.22;196.22;196.22;196.22;2;;;2003-08-30 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Omalotheca norvegica;11511;actual measurement (following LEDA data standards);317.58;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;317.58;317.58;317.58;317.58;2;;;2003-09-02 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Omalotheca norvegica;11511;actual measurement (following LEDA data standards);333.9;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;333.9;333.9;333.9;333.9;2;;;2003-09-02 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Omalotheca norvegica;11511;actual measurement (following LEDA data standards);106.41;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;106.41;106.41;106.41;106.41;2;;;2003-09-02 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Omalotheca norvegica;11511;actual measurement (following LEDA data standards);814.16;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;814.16;814.16;814.16;814.16;2;;;2003-09-02 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Omalotheca norvegica;11511;actual measurement (following LEDA data standards);266.81;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;266.81;266.81;266.81;266.81;2;;;2003-09-02 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Omalotheca norvegica;11511;actual measurement (following LEDA data standards);112.71;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;112.71;112.71;112.71;112.71;2;;;2003-09-02 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Omalotheca norvegica;11511;actual measurement (following LEDA data standards);239.95;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;239.95;239.95;239.95;239.95;2;;;2003-09-02 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Omalotheca norvegica;11511;actual measurement (following LEDA data standards);349.06;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;349.06;349.06;349.06;349.06;2;;;2003-09-02 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Omalotheca norvegica;11511;actual measurement (following LEDA data standards);488.6;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;488.6;488.6;488.6;488.6;2;;;2003-09-02 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Omalotheca norvegica;11511;actual measurement (following LEDA data standards);349.18;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;349.18;349.18;349.18;349.18;2;;;2003-09-02 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Omalotheca norvegica;11511;actual measurement (following LEDA data standards);254.64;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;254.64;254.64;254.64;254.64;2;;;2003-08-30 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Omalotheca norvegica;11511;actual measurement (following LEDA data standards);336.6;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;336.6;336.6;336.6;336.6;2;;;2003-08-30 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Omalotheca norvegica;11511;actual measurement (following LEDA data standards);504.25;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;504.25;504.25;504.25;504.25;2;;;2003-08-28 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Omalotheca norvegica;11511;actual measurement (following LEDA data standards);335.48;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;335.48;335.48;335.48;335.48;2;;;2003-08-28 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Omalotheca norvegica;11511;actual measurement (following LEDA data standards);450.7;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;450.7;450.7;450.7;450.7;2;;;2003-08-30 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Omalotheca norvegica;11511;actual measurement (following LEDA data standards);255.78;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;255.78;255.78;255.78;255.78;2;;;2003-08-30 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Omalotheca norvegica;11511;actual measurement (following LEDA data standards);206.52;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;206.52;206.52;206.52;206.52;2;;;2003-08-30 00:00:00.0;preaggregated value obtained from single record;with petiole and rachis;
Omalotheca norvegica;11511;actual measurement (following LEDA data standards);452.5;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;431.2;552.5;247.5;452.5;2;;;2004-07-09 00:00:00.0;Preaggregated value obtained from single record. ;with petiole and rachis;
Omalotheca norvegica;11511;actual measurement (following LEDA data standards);444.47;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;444.47;444.47;444.47;444.47;2;;;2003-08-28 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Omalotheca norvegica;11511;actual measurement (following LEDA data standards);316.71;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;316.71;316.71;316.71;316.71;2;;;2003-08-28 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Omalotheca norvegica;11511;actual measurement (following LEDA data standards);416.25;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;416.25;416.25;416.25;416.25;2;;;2003-08-30 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Omalotheca norvegica;11511;actual measurement (following LEDA data standards);230.65;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;230.65;230.65;230.65;230.65;2;;;2003-08-30 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Omalotheca norvegica;11511;actual measurement (following LEDA data standards);756.26;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;756.26;756.26;756.26;756.26;2;;;2003-09-02 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Omalotheca norvegica;11511;actual measurement (following LEDA data standards);256.62;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;256.62;256.62;256.62;256.62;2;;;2003-09-02 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Omalotheca norvegica;11511;actual measurement (following LEDA data standards);230.65;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;230.65;230.65;230.65;230.65;2;;;2003-09-02 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Omalotheca norvegica;11511;actual measurement (following LEDA data standards);437.48;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;437.48;437.48;437.48;437.48;2;;;2003-09-02 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Omalotheca norvegica;11511;actual measurement (following LEDA data standards);247.27;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;247.27;247.27;247.27;247.27;2;;;2003-08-30 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Omalotheca norvegica;11511;actual measurement (following LEDA data standards);293.67;1;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;293.67;293.67;293.67;293.67;2;;;2003-08-30 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Omalotheca supina;10537;actual measurement (following LEDA data standards);12.15;9;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;11.5156;16.23;8.7;12.15;2;;;2003-08-29 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Omalotheca supina;10537;actual measurement (following LEDA data standards);15.26;9;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;16.6878;22.28;12.27;15.26;2;;;2003-08-21 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Omalotheca supina;10537;actual measurement (following LEDA data standards);11.69;10;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;10.169;12.99;4.83;11.69;2;;;2003-09-03 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Omalotheca supina;10537;actual measurement (following LEDA data standards);10.11;11;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;10.0364;11.61;7.93;10.11;2;;;2003-09-02 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Omalotheca supina;10537;actual measurement (following LEDA data standards);17.63;7;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;18.89;24.6;15.98;17.63;2;;;2003-08-19 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Omalotheca supina;10537;actual measurement (following LEDA data standards);17.83;7;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;17.7714;24.84;11.66;17.83;2;;;2003-08-19 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Omalotheca supina;10537;actual measurement (following LEDA data standards);23.735;8;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;24.1225;33.2;17.53;23.735;2;;;2003-08-19 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Omalotheca supina;10537;actual measurement (following LEDA data standards);19.545;6;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;18.995;23.25;13.27;19.545;2;;;2003-08-21 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Omalotheca supina;10537;actual measurement (following LEDA data standards);29.23;8;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;28.0587;34.32;18.55;29.23;2;;;2003-08-21 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Omalotheca supina;10537;actual measurement (following LEDA data standards);9.14;11;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;9.2427;12.45;6.96;9.14;2;;;2003-09-02 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Omalotheca supina;10537;actual measurement (following LEDA data standards);10.09;9;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;10.5;13.68;8.72;10.09;2;;;2003-09-04 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Omalotheca supina;10537;actual measurement (following LEDA data standards);13.65;8;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;14.5163;18.87;10.87;13.65;2;;;2003-09-04 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
Omalotheca supina;10537;actual measurement (following LEDA data standards);7.89;10;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;7.722;9.79;4.72;7.89;2;;;2003-09-02 00:00:00.0;preaggregated value obtained from single record;without petiole and rachis;
