The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", m_methodname "general method", dia_name "diaspore type", sm_singlevalue "single value [mg]", sm_samples "sample size", sm_valid "valid", sm_median "median", ref_refname "reference", sm_mean "mean SM [mg]", sm_maximum "maximum SM [mg]", sm_minimum "minimum SM [mg]", sm_replicates "number of replicates", sm_gencomment "general comment", dmlv_name "Drying method", or_origrefname "original reference", dia_code "diaspore type code" FROM (SELECT case when sm_median is not null then sm_median when sm_mean is not null then sm_mean when sm_minimum is not null and sm_maximum is not null then (sm_minimum + sm_maximum) / 2 when sm_minimum is not null then sm_minimum when sm_maximum is not null then sm_maximum else null end AS sm_singlevalue, sbs_sbsnumber, sbs_sbsname, m_methodname, dia_name, sm_median, sm_mean, sm_minimum, sm_maximum, sm_samples, sm_valid, ref_refname, sm_replicates, sm_gencomment, dmlv_name, or_origrefname, dia_code, sm_sbsnumber FROM (SELECT sbs.sbs_sbsnumber, sbs.sbs_sbsname, sm_m.m_methodname, sm_m.dia_name, sm_m.sm_median, sm_m.sm_mean, sm_m.sm_minimum, sm_m.sm_maximum, sm_m.sm_samples, sm_m.sm_valid, sm_m.ref_refname, sm_m.sm_replicates, sm_m.sm_gencomment, sm_m.dmlv_name, sm_m.or_origrefname, sm_m.dia_code, sm_m.sm_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT sm_dialv.sm_sbsnumber, m.m_methodname, sm_dialv.dia_name, sm_dialv.sm_median, sm_dialv.sm_mean, sm_dialv.sm_minimum, sm_dialv.sm_maximum, sm_dialv.sm_samples, sm_dialv.sm_valid, sm_dialv.ref_refname, sm_dialv.sm_replicates, sm_dialv.sm_gencomment, sm_dialv.dmlv_name, sm_dialv.or_origrefname, sm_dialv.dia_code FROM (SELECT r_sm.sm_sbsnumber, r_sm.sm_methodid, dialv.dia_name, r_sm.sm_median, r_sm.sm_mean, r_sm.sm_minimum, r_sm.sm_maximum, r_sm.sm_samples, r_sm.sm_valid, r_sm.ref_refname, r_sm.sm_replicates, r_sm.sm_gencomment, r_sm.dmlv_name, r_sm.or_origrefname, dialv.dia_code FROM (SELECT sm_dmlv.sm_sbsnumber, sm_dmlv.sm_methodid, sm_dmlv.sm_diasporemorphid, sm_dmlv.sm_median, sm_dmlv.sm_mean, sm_dmlv.sm_minimum, sm_dmlv.sm_maximum, sm_dmlv.sm_samples, sm_dmlv.sm_valid, r.ref_refname, sm_dmlv.sm_replicates, sm_dmlv.sm_gencomment, sm_dmlv.dmlv_name, sm_dmlv.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT sm_orf.sm_sbsnumber, sm_orf.sm_methodid, sm_orf.sm_diasporemorphid, sm_orf.sm_median, sm_orf.sm_mean, sm_orf.sm_minimum, sm_orf.sm_maximum, sm_orf.sm_samples, sm_orf.sm_valid, sm_orf.sm_referenceid, sm_orf.sm_replicates, sm_orf.sm_gencomment, dmlv.dmlv_name, sm_orf.or_origrefname FROM (SELECT sm.sm_sbsnumber, sm.sm_methodid, sm.sm_diasporemorphid, sm.sm_median, sm.sm_mean, sm.sm_minimum, sm.sm_maximum, sm.sm_samples, sm.sm_valid, sm.sm_referenceid, sm.sm_replicates, sm.sm_gencomment, sm.sm_dryingmethodid, orf.or_origrefname FROM (SELECT sbsnumber AS sm_sbsnumber, methodid AS sm_methodid, germinuleordispersuleid AS sm_diasporemorphid, median AS sm_median, mean AS sm_mean, minimum AS sm_minimum, maximum AS sm_maximum, n AS sm_samples, valid AS sm_valid, referenceid AS sm_referenceid, seednumberperindividual AS sm_replicates, p_comment AS sm_gencomment, dryingmethodid AS sm_dryingmethodid, origreferenceid AS sm_origreferenceid FROM (SELECT seedweightid, sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, n, seednumberperindividual, germinuleordispersuleid, mean, minimum, maximum, median, methodid, dryingmethodid, balanceerror, stddeviation, stderror, collectiondate, p_comment, created_when, updated_when, valid, validsince, validuntil, ledaid FROM seedweight NATURAL JOIN taxontosbsassignment WHERE valid IN (-2, 1, -1, 0, 2, -8, -4, -3, 2, -8))) sm FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON sm.sm_origreferenceid = orf.or_origrefid) sm_orf FULL JOIN (SELECT dryingmethodid AS dmlv_id, dryingmethodname AS dmlv_name FROM (select dryingmethodid, dryingmethodname from dryingmethod_lv)) dmlv ON sm_orf.sm_dryingmethodid = dmlv.dmlv_id) sm_dmlv ON r.ref_referenceid = sm_dmlv.sm_referenceid) r_sm LEFT JOIN (SELECT diasporemorphologyid AS dia_id, diasporemorphologyname AS dia_name, diasporemorphologycode AS dia_code FROM (select diasporemorphologyid, diasporemorphologycode, diasporemorphologyname from diasporemorphology_lv)) dialv ON r_sm.sm_diasporemorphid = dialv.dia_id) sm_dialv LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON sm_dialv.sm_methodid = m.m_methodid) sm_m ON sbs.sbs_sbsnumber = sm_m.sm_sbsnumber)) ORDER BY sbs_sbsname
on Fri Mar 14 16:35:53 CET 2008 .

SBS name;SBS number;general method;diaspore type;single value [mg];sample size;valid;median;reference;mean SM [mg];maximum SM [mg];minimum SM [mg];number of replicates;general comment;Drying method;original reference;diaspore type code
Hieracium umbellatum;7093;actual measurement (following LEDA data standards);germinule;.47;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.47;;;10;used balance: Mettler H51, seed with pappus;Air dried weight;;3
Hieracium umbellatum;7093;actual measurement (following LEDA data standards);germinule;.34;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.34;;;10;used balance: Mettler H51, seed with pappus;Air dried weight;;3
Hieracium umbellatum;7093;actual measurement (following LEDA data standards);germinule;.49;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.49;;;10;used balance: Mettler H51, seed with pappus;Air dried weight;;3
Hieracium umbellatum;7093;actual measurement (following LEDA data standards);germinule;.45;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.45;;;10;used balance: Mettler H51, seed with pappus;Air dried weight;;3
Hieracium umbellatum;7093;actual measurement (following LEDA data standards);germinule;.38;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.38;;;10;used balance: Mettler H51, seed;Air dried weight;;3
Hieracium valdepilosum;22807;actual measurement;one-seeded generative dispersule;1.24;;-4;;BIOLFLOR database;1.24;1.274;1.212;;;Air dried weight;;2a
Hieracium valdepilosum;22807;actual measurement;germinule;1.24;;-4;;BIOLFLOR database;1.24;1.274;1.212;;;Air dried weight;;3
Hieracium villosum;22612;actual measurement;germinule;.73;;-4;;BIOLFLOR database;.73;.737;.724;;;Air dried weight;;3
Hieracium vulgatum;17779;actual measurement (following LEDA data standards);one-seeded generative dispersule;.34;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.34;;;20;used balance: Mettler H51, seed with pappus;Air dried weight;;2a
Hieracium vulgatum;17779;actual measurement (following LEDA data standards);one-seeded generative dispersule;.59;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.59;;;100;used balance: Mettler Toledo 4, seed with pappus;Air dried weight;;2a
Hieracium vulgatum;17779;actual measurement (following LEDA data standards);one-seeded generative dispersule;.34;1;-2;.34;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.34;.34;.34;;preaggregated value obtained from single record;Air dried weight;;2a
Hieracium vulgatum;17779;other;germinule;.3524;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);.3524;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Hieracium vulgatum;17779;actual measurement (following LEDA data standards);one-seeded generative dispersule;.59;1;-2;.59;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.59;.59;.59;;preaggregated value obtained from single record;Air dried weight;;2a
Hieracium vulgatum gr.;7774;actual measurement;generative dispersule;.475;2;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;.475;.52;.43;1;;Air dried weight;;2
Hieracium x fallax;8975;actual measurement;germinule;.108;;-4;;BIOLFLOR database;.108;;;;;Air dried weight;;3
Hieracium x fallax;8975;actual measurement;one-seeded generative dispersule;.108;;-4;;BIOLFLOR database;.108;;;;;Air dried weight;;2a
Hieracium x floribundum;8859;actual measurement;germinule;.1;;-4;;BIOLFLOR database;.1;;;;;Air dried weight;;3
Hieracium x floribundum;8859;actual measurement;one-seeded generative dispersule;.1;;-4;;BIOLFLOR database;.1;;;;;Air dried weight;;2a
Hierochloe australis;42515;actual measurement;one-seeded generative dispersule;1.154;;-4;;BIOLFLOR database;1.154;1.165;1.145;;;Air dried weight;;2a
Hierochloe australis;42515;actual measurement;one-seeded generative dispersule;.6645;2;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;.6645;.73;.599;100;;Air dried weight;;2a
Hierochloe australis;42515;actual measurement;germinule;.831;;-4;;BIOLFLOR database;.831;.85;.811;;;Air dried weight;;3
Hierochloe australis;42515;actual measurement;germinule;1.154;;-4;;BIOLFLOR database;1.154;1.165;1.145;;;Air dried weight;;3
Hierochloe odorata;42519;actual measurement;one-seeded generative dispersule;.639;;-4;;BIOLFLOR database;.639;;;;;Air dried weight;;2a
Hierochloe odorata;42519;actual measurement;one-seeded generative dispersule;.75825;4;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;.75825;.778;.738;100;;Air dried weight;;2a
Hierochloe odorata;42519;actual measurement;germinule;.639;;-4;;BIOLFLOR database;.639;;;;;Air dried weight;;3
Hippocrepis comosa;21868;actual measurement;germinule;2.91;1;1;;Götzenberger, Lars (lars.goetzenberger@ufz.de);2.91;;;50;50-2000 air-dried matured seeds;Air dried weight;;3
Hippocrepis comosa;21868;actual measurement;germinule;4.24;;-4;;BIOLFLOR database;4.24;4.48;4;;;Air dried weight;;3
Hippocrepis comosa;21868;actual measurement;germinule;3.194;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;3.194;;;50;;Air dried weight;;3
Hippocrepis comosa;21868;actual measurement;one-seeded generative dispersule;4.24;;-4;;BIOLFLOR database;4.24;4.48;4;;;Air dried weight;;2a
Hippocrepis comosa;21868;actual measurement;one-seeded generative dispersule;3.194;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;3.194;;;50;;Air dried weight;;2a
Hippocrepis comosa;21868;other;one-seeded generative dispersule;3.8952;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);3.8952;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;2a
Hippocrepis comosa;21868;other;one-seeded generative dispersule;4.084;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);4.084;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;2a
Hippocrepis comosa;21868;other;germinule;4.084;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);4.084;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Hippocrepis comosa;21868;other;germinule;3.8952;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);3.8952;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Hippophae rhamnoides;19002;other;germinule;12.4852;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);12.4852;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Hippophae rhamnoides;19002;actual measurement;multi-seeded generative dispersule;20.5685;8;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;20.5685;23.84;18.664;25;;Air dried weight;;2b
Hippophae rhamnoides;19002;actual measurement;germinule;11.012;;-4;;BIOLFLOR database;11.012;14;7.5;;;Air dried weight;;3
Hippophae rhamnoides;19002;actual measurement;one-seeded generative dispersule;9.02;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;9.02;;;50;;Air dried weight;;2a
Hippophae rhamnoides;19002;actual measurement;generative dispersule;250.777;;-4;;BIOLFLOR database;250.777;286.77;216.392;;;Air dried weight;;2
Hippuris vulgaris;24425;actual measurement;germinule;.935;;-4;;BIOLFLOR database;.935;;;;;Air dried weight;;3
Hippuris vulgaris;24425;actual measurement;one-seeded generative dispersule;.746;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.746;;;50;;Air dried weight;;2a
Hippuris vulgaris;24425;other;germinule;1.0224;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);1.0224;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Hippuris vulgaris;24425;other;germinule;.6512;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);.6512;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Hirschfeldia incana;14011;other;germinule;.4356;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);.4356;;;1000;1000 seed weight, unknown number of individuals, Seeds dry.;Air dried weight;;3
Hirschfeldia incana;14011;actual measurement;one-seeded generative dispersule;.364;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.364;;;50;;Air dried weight;;2a
Hirschfeldia incana;14011;actual measurement;generative dispersule;.18;1;1;;Götzenberger, Lars (lars.goetzenberger@ufz.de);.18;;;1;n an replicates unknown;Air dried weight;;2
Holcus lanatus;42613;other;one-seeded generative dispersule;.3572;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);.3572;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;2a
Holcus lanatus;42613;actual measurement;generative dispersule;.3527;10;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;.3527;.375;.335333333;150;;Air dried weight;;2
Holcus lanatus;42613;other;one-seeded generative dispersule;.5612;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);.5612;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;2a
Holcus lanatus;42613;actual measurement;one-seeded generative dispersule;.361;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.361;;;50;;Air dried weight;;2a
Holcus lanatus;42613;actual measurement;one-seeded generative dispersule;.29;1;1;;Götzenberger, Lars (lars.goetzenberger@ufz.de);.29;;;50;50-2000 air-dried matured seeds;Air dried weight;;2a
Holcus lanatus;42613;actual measurement;one-seeded generative dispersule;.322;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.322;;;50;;Air dried weight;;2a
Holcus lanatus;42613;actual measurement;germinule;.31;;-4;;BIOLFLOR database;.31;.32;.3;;;Air dried weight;;3
Holcus lanatus;42613;actual measurement;germinule;.361;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.361;;;50;;Air dried weight;;3
Holcus lanatus;42613;actual measurement;germinule;.348;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.348;;;50;;Air dried weight;;3
Holcus lanatus;42613;actual measurement;germinule;.322;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.322;;;50;;Air dried weight;;3
Holcus lanatus;42613;actual measurement;one-seeded generative dispersule;.466;;-4;;BIOLFLOR database;.466;.508;.4;;;Air dried weight;;2a
Holcus lanatus;42613;actual measurement;one-seeded generative dispersule;.31;;-4;;BIOLFLOR database;.31;.32;.3;;;Air dried weight;;2a
Holcus lanatus;42613;actual measurement;one-seeded generative dispersule;.348;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.348;;;50;;Air dried weight;;2a
Holcus lanatus;42613;actual measurement (following LEDA data standards);germinule;.22;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.22;;;100;used balance: Mettler H51, seed;Air dried weight;;3
Holcus lanatus;42613;actual measurement (following LEDA data standards);one-seeded generative dispersule;.47;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.47;;;100;used balance: Mettler H51, seed;Air dried weight;;2a
Holcus lanatus;42613;actual measurement (following LEDA data standards);germinule;.22;1;-2;.22;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.22;.22;.22;;preaggregated value obtained from single record;Air dried weight;;3
Holcus lanatus;42613;actual measurement (following LEDA data standards);one-seeded generative dispersule;.45;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.45;;;10;used balance: Mettler H51, disp. unit;Air dried weight;;2a
Holcus lanatus;42613;other;germinule;.5612;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);.5612;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Holcus lanatus;42613;other;germinule;.3572;1;1;;Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org);.3572;;;1000;1000 seed weight, unknown number of individuals;Air dried weight;;3
Holcus lanatus;42613;actual measurement (following LEDA data standards);one-seeded generative dispersule;.48;10;-2;.48;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.47;.58;.4;;preaggregated value obtained from single record;Air dried weight;;2a
Holcus lanatus;42613;actual measurement (following LEDA data standards);one-seeded generative dispersule;.47;1;-2;.47;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.47;.47;.47;;preaggregated value obtained from single record;Air dried weight;;2a
Holcus lanatus;42613;actual measurement (following LEDA data standards);one-seeded generative dispersule;.41;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.41;;;10;used balance: Mettler H51, disp. unit;Air dried weight;;2a
Holcus lanatus;42613;actual measurement (following LEDA data standards);one-seeded generative dispersule;.46;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.46;;;10;used balance: Mettler H51, disp. unit;Air dried weight;;2a
Holcus lanatus;42613;actual measurement (following LEDA data standards);one-seeded generative dispersule;.53;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.53;;;10;used balance: Mettler H51, disp. unit;Air dried weight;;2a
Holcus lanatus;42613;actual measurement (following LEDA data standards);one-seeded generative dispersule;.58;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.58;;;10;used balance: Mettler H51, disp. unit;Air dried weight;;2a
Holcus lanatus;42613;actual measurement (following LEDA data standards);one-seeded generative dispersule;.49;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.49;;;10;used balance: Mettler H51, disp. unit;Air dried weight;;2a
Holcus lanatus;42613;actual measurement (following LEDA data standards);one-seeded generative dispersule;.4;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.4;;;10;used balance: Mettler H51, disp. unit;Air dried weight;;2a
Holcus lanatus;42613;actual measurement (following LEDA data standards);one-seeded generative dispersule;.4;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.4;;;10;used balance: Mettler H51, disp. unit;Air dried weight;;2a
Holcus lanatus;42613;actual measurement (following LEDA data standards);one-seeded generative dispersule;.49;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.49;;;10;used balance: Mettler H51, disp. unit;Air dried weight;;2a
Holcus lanatus;42613;actual measurement (following LEDA data standards);one-seeded generative dispersule;.51;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.51;;;10;used balance: Mettler H51, disp. unit;Air dried weight;;2a
Holcus mollis;42614;actual measurement (following LEDA data standards);one-seeded generative dispersule;.44;1;-4;;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.44;;;40;used balance: Mettler Toledo 4, disp. unit;Air dried weight;;2a
Holcus mollis;42614;actual measurement (following LEDA data standards);one-seeded generative dispersule;.44;1;-2;.44;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.44;.44;.44;;preaggregated value obtained from single record;Air dried weight;;2a
Holcus mollis;42614;actual measurement;germinule;.308;;-4;;BIOLFLOR database;.308;.32;.295;;;Air dried weight;;3
Holcus mollis;42614;actual measurement;one-seeded generative dispersule;.192;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.192;;;50;;Air dried weight;;2a
Holcus mollis;42614;actual measurement;generative dispersule;.3;1;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;.3;.3;.3;1;;Air dried weight;;2
Holcus mollis;42614;actual measurement;germinule;.477;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.477;;;50;;Air dried weight;;3
Holcus mollis;42614;actual measurement;germinule;.192;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.192;;;50;;Air dried weight;;3
Holcus mollis;42614;actual measurement;one-seeded generative dispersule;.477;1;1;;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.477;;;50;;Air dried weight;;2a
Holcus mollis;42614;actual measurement;one-seeded generative dispersule;.308;;-4;;BIOLFLOR database;.308;.32;.295;;;Air dried weight;;2a
Holcus mollis;42614;actual measurement;one-seeded generative dispersule;.35;;-4;;BIOLFLOR database;.35;.4;.3;;;Air dried weight;;2a
Holosteum umbellatum;17010;actual measurement;one-seeded generative dispersule;.08;;-4;;BIOLFLOR database;.08;.085;.075;;;Air dried weight;;2a
Holosteum umbellatum;17010;actual measurement;germinule;.08;;-4;;BIOLFLOR database;.08;.085;.075;;;Air dried weight;;3
Homogyne alpina;9177;actual measurement;germinule;.238;2;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;.238;.244;.232;100;;Air dried weight;;3
Homogyne alpina;9177;actual measurement;generative dispersule;1.28;2;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.28;1.32;1.24;20;;Air dried weight;;2
Homogyne alpina;9177;actual measurement;generative dispersule;.855344444;3;1;;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;.855344444;1.276;.1167;100;;Air dried weight;;2
Honkenya peploides;16523;actual measurement;germinule;8.518;;-4;;BIOLFLOR database;8.518;;;;;Air dried weight;;3
Honkenya peploides;16523;actual measurement;one-seeded generative dispersule;8.518;;-4;;BIOLFLOR database;8.518;;;;;Air dried weight;;2a
