The following table was created as response to the SQL query
SELECT m_methodname "general method", sbs_sbsname "SBS name", ref_refname "reference", bslv1_name "BBS above ground", bslv2_name "BBS below ground", bbs_valid "valid", bslv3_name "budb seas. at soil surface", sbs_sbsnumber "SBS number", bslv6_name "budb. seas at layer -10-0cm" FROM (SELECT sbs_bbs.bbs_valid, m.m_methodname, sbs_bbs.sbs_sbsnumber, sbs_bbs.sbs_sbsname, sbs_bbs.ref_refname, sbs_bbs.bslv1_name, sbs_bbs.bslv2_name, sbs_bbs.bslv3_name, sbs_bbs.bslv6_name, sbs_bbs.bbs_sbsnumber FROM (SELECT r_bbs.bbs_valid, r_bbs.bbs_methodid, sbs.sbs_sbsnumber, sbs.sbs_sbsname, r_bbs.ref_refname, r_bbs.bslv1_name, r_bbs.bslv2_name, r_bbs.bslv3_name, r_bbs.bslv6_name, r_bbs.bbs_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT bbs_bslv1.bbs_sbsnumber, bbs_bslv1.bbs_valid, bbs_bslv1.bbs_methodid, r.ref_refname, bbs_bslv1.bslv1_name, bbs_bslv1.bslv2_name, bbs_bslv1.bslv3_name, bbs_bslv1.bslv6_name FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT bbs_bslv2.bbs_sbsnumber, bbs_bslv2.bbs_valid, bbs_bslv2.bbs_methodid, bbs_bslv2.bbs_referenceid, bslv1.bslv1_name, bbs_bslv2.bslv2_name, bbs_bslv2.bslv3_name, bbs_bslv2.bslv6_name FROM (SELECT bbs_bslv3.bbs_sbsnumber, bbs_bslv3.bbs_valid, bbs_bslv3.bbs_methodid, bbs_bslv3.bbs_referenceid, bbs_bslv3.bbs_abovegroundid, bslv2.bslv2_name, bbs_bslv3.bslv3_name, bbs_bslv3.bslv6_name FROM (SELECT bbs_bslv6.bbs_sbsnumber, bbs_bslv6.bbs_valid, bbs_bslv6.bbs_methodid, bbs_bslv6.bbs_referenceid, bbs_bslv6.bbs_abovegroundid, bbs_bslv6.bbs_belowgroundid, bslv3.bslv3_name, bbs_bslv6.bslv6_name FROM (SELECT bbs.bbs_sbsnumber, bbs.bbs_valid, bbs.bbs_methodid, bbs.bbs_referenceid, bbs.bbs_abovegroundid, bbs.bbs_belowgroundid, bbs.bbs_soilsurfaceid, bslv6.bslv6_name FROM (SELECT sbsnumber AS bbs_sbsnumber, valid AS bbs_valid, methodid AS bbs_methodid, referenceid AS bbs_referenceid, above_ground_typeid AS bbs_abovegroundid, below_ground_typeid AS bbs_belowgroundid, soilsurface_typeid AS bbs_soilsurfaceid, below_upper_typeid AS bbs_belowupperid FROM (select sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, collectiondate, p_comment, above_ground_typeid, below_ground_typeid, above_upper_typeid, above_lower_typeid, soilsurface_typeid, below_upper_typeid, below_lower_typeid, created_when, updated_when, valid, validsince, validuntil, ledaid, budbankseasonalityid
from budbankseasonality natural join taxontosbsassignment WHERE valid IN (-2, 1, -1, 0, 2, -8, -4, -3, 2, -8))) bbs FULL JOIN (SELECT budbankseasonalitytypeid AS bslv6_id, budbankseasonalitytypename AS bslv6_name FROM (select budbankseasonalitytypeid, budbankseasonalitytypename from budbankseasonalitytype_lv)) bslv6 ON bbs.bbs_belowupperid = bslv6.bslv6_id) bbs_bslv6 FULL JOIN (SELECT budbankseasonalitytypeid AS bslv3_id, budbankseasonalitytypename AS bslv3_name FROM (select budbankseasonalitytypeid, budbankseasonalitytypename from budbankseasonalitytype_lv)) bslv3 ON bbs_bslv6.bbs_soilsurfaceid = bslv3.bslv3_id) bbs_bslv3 FULL JOIN (SELECT budbankseasonalitytypeid AS bslv2_id, budbankseasonalitytypename AS bslv2_name FROM (select budbankseasonalitytypeid, budbankseasonalitytypename from budbankseasonalitytype_lv)) bslv2 ON bbs_bslv3.bbs_belowgroundid = bslv2.bslv2_id) bbs_bslv2 FULL JOIN (SELECT budbankseasonalitytypeid AS bslv1_id, budbankseasonalitytypename AS bslv1_name FROM (select budbankseasonalitytypeid, budbankseasonalitytypename from budbankseasonalitytype_lv)) bslv1 ON bbs_bslv2.bbs_abovegroundid = bslv1.bslv1_id) bbs_bslv1 ON r.ref_referenceid = bbs_bslv1.bbs_referenceid) r_bbs ON sbs.sbs_sbsnumber = r_bbs.bbs_sbsnumber) sbs_bbs LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON sbs_bbs.bbs_methodid = m.m_methodid) ORDER BY sbs_sbsname
on Thu Mar 13 09:19:18 CET 2008 .

general method;SBS name;reference;BBS above ground;BBS below ground;valid;budb seas. at soil surface;SBS number;budb. seas at layer -10-0cm
unknown;Ranunculus bulbosus;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;26809;perennial
observation (like obvious taxonomical traits);Ranunculus bulbosus;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26809;seasonal
observation (like obvious taxonomical traits);Ranunculus bulbosus;CLO-PLA records from September 2005;seasonal;seasonal;0;;26809;seasonal
derivation from photos or drawings;Ranunculus bulbosus;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26809;seasonal
derivation from photos or drawings;Ranunculus bulbosus;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26809;seasonal
derivation from photos or drawings;Ranunculus carinthiacus;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;26939;perennial
derivation from photos or drawings;Ranunculus cassubicus;CLO-PLA records from September 2005;;seasonal;0;;26942;seasonal
derivation from photos or drawings;Ranunculus cassubicus;CLO-PLA records from September 2005;;seasonal;0;;26942;seasonal
derivation from photos or drawings;Ranunculus circinatus;CLO-PLA records from September 2005;seasonal;;0;seasonal;26945;
derivation from photos or drawings;Ranunculus circinatus;CLO-PLA records from September 2005;seasonal;;0;seasonal;26945;
derivation from photos or drawings;Ranunculus cymbalaria;CLO-PLA records from September 2005;seasonal;;0;seasonal;26850;
derivation from photos or drawings;Ranunculus ficaria;CLO-PLA records from September 2005;seasonal;seasonal;0;;26860;seasonal
unknown;Ranunculus ficaria;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26860;seasonal
unknown;Ranunculus ficaria;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26860;seasonal
observation (like obvious taxonomical traits);Ranunculus ficaria;CLO-PLA records from September 2005;seasonal;;0;;26860;
observation (like obvious taxonomical traits);Ranunculus ficaria;CLO-PLA records from September 2005;seasonal;;0;;26860;
observation (like obvious taxonomical traits);Ranunculus ficaria;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26860;seasonal
observation (like obvious taxonomical traits);Ranunculus ficaria;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26860;seasonal
derivation from photos or drawings;Ranunculus ficaria;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26860;seasonal
derivation from photos or drawings;Ranunculus ficaria;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26860;seasonal
derivation from photos or drawings;Ranunculus flammula;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26624;seasonal
observation (like obvious taxonomical traits);Ranunculus flammula;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26624;seasonal
derivation from photos or drawings;Ranunculus flammula;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26624;seasonal
observation (like obvious taxonomical traits);Ranunculus flammula;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26624;seasonal
unknown;Ranunculus flammula;CLO-PLA records from September 2005;seasonal;;0;seasonal;26624;
derivation from photos or drawings;Ranunculus fluitans;CLO-PLA records from September 2005;seasonal;;0;seasonal;26881;
derivation from photos or drawings;Ranunculus glacialis;CLO-PLA records from September 2005;seasonal;perennial;0;;26885;perennial
derivation from photos or drawings;Ranunculus glacialis;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26885;seasonal
observation (like obvious taxonomical traits);Ranunculus glacialis;CLO-PLA records from September 2005;seasonal;perennial;0;;26885;perennial
observation (like obvious taxonomical traits);Ranunculus glacialis;CLO-PLA records from September 2005;seasonal;perennial;0;;26885;perennial
derivation from photos or drawings;Ranunculus hederaceus;CLO-PLA records from September 2005;seasonal;;0;seasonal;26758;
derivation from photos or drawings;Ranunculus hederaceus;CLO-PLA records from September 2005;seasonal;;0;seasonal;26758;
derivation from photos or drawings;Ranunculus hybridus;CLO-PLA records from September 2005;;perennial;0;;26761;perennial
derivation from photos or drawings;Ranunculus hybridus;CLO-PLA records from September 2005;perennial;perennial;0;perennial;26761;perennial
derivation from photos or drawings;Ranunculus hybridus;CLO-PLA records from September 2005;;perennial;0;;26761;perennial
derivation from photos or drawings;Ranunculus illyricus;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26876;seasonal
observation (like obvious taxonomical traits);Ranunculus illyricus;CLO-PLA records from September 2005;;seasonal;0;;26876;seasonal
derivation from photos or drawings;Ranunculus lanuginosus;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26737;seasonal
derivation from photos or drawings;Ranunculus lingua;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26743;seasonal
observation (like obvious taxonomical traits);Ranunculus lingua;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26743;seasonal
derivation from photos or drawings;Ranunculus lingua;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26743;seasonal
derivation from photos or drawings;Ranunculus montanus;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;26836;perennial
derivation from photos or drawings;Ranunculus montanus;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;26836;perennial
observation (like obvious taxonomical traits);Ranunculus montanus;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;26836;perennial
derivation from photos or drawings;Ranunculus montanus;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;26836;perennial
derivation from photos or drawings;Ranunculus ololeucos;CLO-PLA records from September 2005;seasonal;;0;seasonal;26821;
derivation from photos or drawings;Ranunculus ololeucos;CLO-PLA records from September 2005;seasonal;;0;seasonal;26821;
derivation from photos or drawings;Ranunculus oreophilus;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;26680;perennial
derivation from photos or drawings;Ranunculus platanifolius;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26778;seasonal
derivation from photos or drawings;Ranunculus platanifolius;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26778;seasonal
derivation from photos or drawings;Ranunculus polyanthemos;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26780;seasonal
derivation from photos or drawings;Ranunculus polyanthemos;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26780;seasonal
derivation from photos or drawings;Ranunculus polyanthemos;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26780;seasonal
derivation from photos or drawings;Ranunculus pygmaeus;CLO-PLA records from September 2005;perennial;perennial;0;perennial;26647;perennial
observation (like obvious taxonomical traits);Ranunculus pygmaeus;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;26647;perennial
derivation from photos or drawings;Ranunculus repens;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;26770;perennial
observation (like obvious taxonomical traits);Ranunculus repens;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26770;seasonal
observation (like obvious taxonomical traits);Ranunculus repens;CLO-PLA records from September 2005;seasonal;;0;seasonal;26770;
unknown;Ranunculus repens;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26770;seasonal
unknown;Ranunculus repens;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26770;seasonal
observation (like obvious taxonomical traits);Ranunculus repens;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26770;seasonal
observation (like obvious taxonomical traits);Ranunculus repens;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26770;seasonal
derivation from photos or drawings;Ranunculus repens;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;26770;seasonal
observation (like obvious taxonomical traits);Ranunculus repens;CLO-PLA records from September 2005;perennial & seasonal;perennial;0;perennial;26770;perennial
observation (like obvious taxonomical traits);Ranunculus repens;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;26770;perennial
derivation from photos or drawings;Ranunculus reptans;CLO-PLA records from September 2005;seasonal;;0;seasonal;26623;
unknown;Ranunculus reptans;CLO-PLA records from September 2005;seasonal;;0;seasonal;26623;
unknown;Ranunculus reptans;CLO-PLA records from September 2005;seasonal;;0;seasonal;26623;
observation (like obvious taxonomical traits);Ranunculus reptans;CLO-PLA records from September 2005;seasonal;;0;seasonal;26623;
derivation from photos or drawings;Ranunculus sardous;CLO-PLA records from September 2005;seasonal;;0;seasonal;26637;
derivation from photos or drawings;Ranunculus sceleratus;CLO-PLA records from September 2005;seasonal;;0;seasonal;26717;
unknown;Ranunculus sceleratus;CLO-PLA records from September 2005;seasonal;;0;seasonal;26717;
derivation from photos or drawings;Ranunculus sceleratus;CLO-PLA records from September 2005;seasonal;;0;seasonal;26717;
derivation from photos or drawings;Ranunculus trichophyllus;CLO-PLA records from September 2005;seasonal;;0;seasonal;26588;
derivation from photos or drawings;Ranunculus trichophyllus;CLO-PLA records from September 2005;seasonal;;0;seasonal;26588;
derivation from photos or drawings;Ranunculus trichophyllus;CLO-PLA records from September 2005;seasonal;;0;seasonal;26588;
derivation from photos or drawings;Ranunculus tripartitus;CLO-PLA records from September 2005;seasonal;;0;seasonal;26711;
derivation from photos or drawings;Ranunculus tripartitus;CLO-PLA records from September 2005;seasonal;;0;seasonal;26711;
derivation from photos or drawings;Raphanus raphanistrum;CLO-PLA records from September 2005;seasonal;;0;seasonal;13549;
observation (like obvious taxonomical traits);Raphanus raphanistrum;CLO-PLA records from September 2005;seasonal;;0;seasonal;13549;
derivation from photos or drawings;Raphanus sativus;CLO-PLA records from September 2005;seasonal;;0;;13125;
derivation from photos or drawings;Raphanus sativus;CLO-PLA records from September 2005;seasonal;;0;;13125;
derivation from photos or drawings;Rapistrum perenne;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;14611;perennial
derivation from photos or drawings;Rapistrum rugosum;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;13886;seasonal
derivation from photos or drawings;Rapistrum rugosum;CLO-PLA records from September 2005;seasonal;;0;seasonal;13886;
derivation from photos or drawings;Reseda lutea;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;27974;seasonal
derivation from photos or drawings;Reseda lutea;CLO-PLA records from September 2005;seasonal;seasonal & potential;0;seasonal;27974;seasonal & potential
derivation from photos or drawings;Reseda lutea;CLO-PLA records from September 2005;seasonal;seasonal & potential;0;seasonal;27974;seasonal & potential
derivation from photos or drawings;Reseda lutea;CLO-PLA records from September 2005;seasonal;seasonal & potential;0;seasonal;27974;seasonal & potential
derivation from photos or drawings;Reseda lutea;CLO-PLA records from September 2005;perennial;perennial;0;perennial;27974;perennial
observation (like obvious taxonomical traits);Reseda lutea;CLO-PLA records from September 2005;seasonal;potential;0;seasonal;27974;potential
field experiment;Reseda lutea;CLO-PLA records from September 2005;;potential;0;;27974;potential
observation (like obvious taxonomical traits);Reseda lutea;CLO-PLA records from September 2005;seasonal;seasonal & potential;0;seasonal;27974;seasonal & potential
observation (like obvious taxonomical traits);Reseda lutea;CLO-PLA records from September 2005;;potential;0;;27974;potential
derivation from photos or drawings;Reseda lutea;CLO-PLA records from September 2005;seasonal;;0;seasonal;27974;
derivation from photos or drawings;Reseda lutea;CLO-PLA records from September 2005;seasonal;seasonal & potential;0;seasonal;27974;seasonal & potential
derivation from photos or drawings;Reseda lutea;CLO-PLA records from September 2005;seasonal;seasonal & potential;0;seasonal;27974;seasonal & potential
derivation from photos or drawings;Reseda luteola;CLO-PLA records from September 2005;seasonal;seasonal;0;seasonal;27977;seasonal
derivation from photos or drawings;Reseda odorata;CLO-PLA records from September 2005;seasonal;;0;seasonal;27980;
derivation from photos or drawings;Reynoutria japonica;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;27574;perennial
unknown;Reynoutria japonica;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;27574;perennial
observation (like obvious taxonomical traits);Reynoutria japonica;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;27574;perennial
derivation from photos or drawings;Reynoutria japonica;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;27574;perennial
derivation from photos or drawings;Reynoutria japonica;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;27574;perennial
derivation from photos or drawings;Reynoutria sachalinensis;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;27578;perennial
derivation from photos or drawings;Rheum officinale;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;44744;perennial
derivation from photos or drawings;Rhinanthus alectorolophus;CLO-PLA records from September 2005;seasonal;;0;;33445;
derivation from photos or drawings;Rhinanthus alectorolophus;CLO-PLA records from September 2005;seasonal;;0;;33445;
derivation from photos or drawings;Rhinanthus alectorolophus;CLO-PLA records from September 2005;seasonal;;0;;33445;
derivation from photos or drawings;Rhinanthus alectorolophus;CLO-PLA records from September 2005;seasonal;;0;seasonal;33445;
observation (like obvious taxonomical traits);Rhinanthus angustifolius;CLO-PLA records from September 2005;seasonal;;0;;33452;
derivation from photos or drawings;Rhinanthus glacialis;CLO-PLA records from September 2005;seasonal;;0;;50039;
derivation from photos or drawings;Rhinanthus minor;CLO-PLA records from September 2005;seasonal;;0;;32892;
derivation from photos or drawings;Rhinanthus minor;CLO-PLA records from September 2005;seasonal;;0;;32892;
observation (like obvious taxonomical traits);Rhinanthus pulcher;CLO-PLA records from September 2005;seasonal;;0;;32902;
observation (like obvious taxonomical traits);Rhinanthus rumelicus;CLO-PLA records from September 2005;seasonal;;0;;32904;
derivation from photos or drawings;Rhodiola rosea;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;18168;perennial
observation (like obvious taxonomical traits);Rhodiola rosea;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;18168;perennial
derivation from photos or drawings;Rhodiola rosea;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;18168;perennial
derivation from photos or drawings;Rhodiola rosea;CLO-PLA records from September 2005;seasonal;perennial;0;seasonal;18168;perennial
observation (like obvious taxonomical traits);Rhododendron ferrugineum;CLO-PLA records from September 2005;perennial;perennial;0;perennial;19514;perennial
unknown;Rhododendron ferrugineum;CLO-PLA records from September 2005;perennial;perennial;0;perennial;19514;perennial
unknown;Rhododendron ferrugineum;CLO-PLA records from September 2005;perennial;perennial;0;perennial;19514;perennial
observation (like obvious taxonomical traits);Rhododendron hirsutum;CLO-PLA records from September 2005;perennial;;0;perennial;19516;
observation (like obvious taxonomical traits);Rhododendron lapponicum;CLO-PLA records from September 2005;perennial;;0;perennial;19517;
observation (like obvious taxonomical traits);Rhododendron ponticum;CLO-PLA records from September 2005;perennial;potential;0;perennial;19459;potential
unknown;Rhododendron ponticum;CLO-PLA records from September 2005;perennial;perennial & potential;0;perennial;19459;perennial & potential
unknown;Rhododendron ponticum;CLO-PLA records from September 2005;perennial;perennial & potential;0;perennial;19459;perennial & potential
unknown;Rhododendron ponticum;CLO-PLA records from September 2005;perennial;perennial & potential;0;perennial;19459;perennial & potential
observation (like obvious taxonomical traits);Rhodothamnus chamaecistus;CLO-PLA records from September 2005;perennial;;0;perennial;19464;
observation (like obvious taxonomical traits);Rhus typhina;CLO-PLA records from September 2005;;potential;0;;955;potential
