The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", m_methodname "general method", lm_singlevalue "single value [mg]", lm_n "sample size", lm_valid "valid", ref_refname "reference", lflv_name "leaf state", lm_mean "mean LM [mg]", lm_maximum "maximum LM [mg]", lm_minimum "minimum LM [mg]", lm_median "median LM [mg]", lm_replicates "number of replicates", lm_stddev "standard deviation", lm_stderror "standard error", lm_collectiondate "collection date", lm_comment "general comment", or_origrefname "original reference" FROM (SELECT case when lm_median is not null then lm_median when lm_mean is not null then lm_mean when lm_minimum is not null and lm_maximum is not null then (lm_minimum + lm_maximum) / 2 when lm_minimum is not null then lm_minimum when lm_maximum is not null then lm_maximum else null end AS lm_singlevalue, sbs_sbsnumber, sbs_sbsname, m_methodname, lm_median, lm_mean, lm_minimum, lm_maximum, lm_n, lm_valid, ref_refname, lflv_name, lm_replicates, lm_stddev, lm_stderror, lm_collectiondate, lm_comment, or_origrefname, lm_sbsnumber FROM (SELECT sbs.sbs_sbsnumber, sbs.sbs_sbsname, m_lm.m_methodname, m_lm.lm_median, m_lm.lm_mean, m_lm.lm_minimum, m_lm.lm_maximum, m_lm.lm_n, m_lm.lm_valid, m_lm.ref_refname, m_lm.lflv_name, m_lm.lm_replicates, m_lm.lm_stddev, m_lm.lm_stderror, m_lm.lm_collectiondate, m_lm.lm_comment, m_lm.or_origrefname, m_lm.lm_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_lm.lm_sbsnumber, m.m_methodname, r_lm.lm_median, r_lm.lm_mean, r_lm.lm_minimum, r_lm.lm_maximum, r_lm.lm_n, r_lm.lm_valid, r_lm.ref_refname, r_lm.lflv_name, r_lm.lm_replicates, r_lm.lm_stddev, r_lm.lm_stderror, r_lm.lm_collectiondate, r_lm.lm_comment, r_lm.or_origrefname FROM (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m JOIN (SELECT lm_lflv.lm_sbsnumber, lm_lflv.lm_methodid, lm_lflv.lm_median, lm_lflv.lm_mean, lm_lflv.lm_minimum, lm_lflv.lm_maximum, lm_lflv.lm_n, lm_lflv.lm_valid, r.ref_refname, lm_lflv.lflv_name, lm_lflv.lm_replicates, lm_lflv.lm_stddev, lm_lflv.lm_stderror, lm_lflv.lm_collectiondate, lm_lflv.lm_comment, lm_lflv.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT lm_orf.lm_sbsnumber, lm_orf.lm_methodid, lm_orf.lm_median, lm_orf.lm_mean, lm_orf.lm_minimum, lm_orf.lm_maximum, lm_orf.lm_n, lm_orf.lm_valid, lm_orf.lm_referenceid, lflv.lflv_name, lm_orf.lm_replicates, lm_orf.lm_stddev, lm_orf.lm_stderror, lm_orf.lm_collectiondate, lm_orf.lm_comment, lm_orf.or_origrefname FROM (SELECT lm.lm_sbsnumber, lm.lm_methodid, lm.lm_median, lm.lm_mean, lm.lm_minimum, lm.lm_maximum, lm.lm_n, lm.lm_valid, lm.lm_referenceid, lm.lm_leafformid, lm.lm_replicates, lm.lm_stddev, lm.lm_stderror, lm.lm_collectiondate, lm.lm_comment, orf.or_origrefname FROM (SELECT sbsnumber AS lm_sbsnumber, methodid AS lm_methodid, median AS lm_median, mean AS lm_mean, minimum AS lm_minimum, maximum AS lm_maximum, n AS lm_n, valid AS lm_valid, referenceid AS lm_referenceid, leafformid AS lm_leafformid, replicates AS lm_replicates, stddeviation AS lm_stddev, stderror AS lm_stderror, collectiondate AS lm_collectiondate, p_comment AS lm_comment, origreferenceid AS lm_origreferenceid FROM (SELECT sbsnumber, leafmassid, taxonid, mean, median, minimum, maximum, stderror, stddeviation, n, replicates, created_when, updated_when, collectiondate, p_comment, methodid, referenceid, origreferenceid, habitattypeid, georefid, valid, validsince, validuntil, ledaid, batchid, leafformid FROM leafmass natural join taxontosbsassignment WHERE valid IN (-2, 1))) lm FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON lm.lm_origreferenceid = orf.or_origrefid) lm_orf FULL JOIN (SELECT leafformid AS lflv_id, leafformname AS lflv_name FROM (select leafformid, leafformname from leafform_lv)) lflv ON lm_orf.lm_leafformid = lflv.lflv_id) lm_lflv ON r.ref_referenceid = lm_lflv.lm_referenceid) r_lm ON m.m_methodid = r_lm.lm_methodid) m_lm ON sbs.sbs_sbsnumber = m_lm.lm_sbsnumber)) ORDER BY sbs_sbsname
on Tue Apr 29 10:41:16 CEST 2008 .

SBS name;SBS number;general method;single value [mg];sample size;valid;reference;leaf state;mean LM [mg];maximum LM [mg];minimum LM [mg];median LM [mg];number of replicates;standard deviation;standard error;collection date;general comment;original reference
Lembotropis nigricans;21830;actual measurement (following LEDA data standards);11.38;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;10.41;13.66;3.74;11.38;2;;;2004-07-13 00:00:00.0;preaggregated value obtained from single record;
Lembotropis nigricans;21830;actual measurement (following LEDA data standards);11.35;11;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;10.41;13.66;3.74;11.35;2;;;2004-07-13 00:00:00.0;Preaggregated value obtained from single record. preaggregated value obtained from single record;
Lembotropis nigricans;21830;actual measurement (following LEDA data standards);10.7;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;9.91;13.23;3.49;10.7;2;;;2004-07-13 00:00:00.0;preaggregated value obtained from single record;
Lemna gibba;36873;actual measurement (following LEDA data standards);.18;2;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Krüger), Correspondig address: michael.kleyer@uni-oldenburg.de;without petiole and rachis;.18;.18;.18;.18;40;;;;Preaggregated value obtained from single record. ;
Lemna gibba;36873;actual measurement (following LEDA data standards);.13;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;.13;.19;.07;.13;1;;;2003-07-09 00:00:00.0;Preaggregated value obtained from single record. ;
Lemna minor;36875;actual measurement;.481395349;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;.481395349;;;2;;;1996-07-15 00:00:00.0;;
Lemna trisulca;36878;actual measurement;.368421053;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;.368421053;;;2;;;1996-09-27 00:00:00.0;;
Lemna trisulca;36878;actual measurement (following LEDA data standards);.01;2;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Krüger), Correspondig address: michael.kleyer@uni-oldenburg.de;without petiole and rachis;.01;.01;.01;.01;40;;;;Preaggregated value obtained from single record. ;
Leontodon autumnalis;7298;actual measurement;72.78016997;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;72.78016997;;;2;;;1996-08-08 00:00:00.0;;
Leontodon autumnalis;7298;actual measurement (following LEDA data standards);2.95;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;2.95;;;;2;;;2003-08-20 00:00:00.0;The leaves of the individual was weighed together and the balance error is given as each leafs fraction of the total balance error;
Leontodon autumnalis;7298;actual measurement (following LEDA data standards);3.2;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;3.2;;;;2;;;2003-08-20 00:00:00.0;The leaves of the individual was weighed together and the balance error is given as each leafs fraction of the total balance error;
Leontodon autumnalis;7298;actual measurement (following LEDA data standards);3.5;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;3.5;;;;2;;;2003-08-20 00:00:00.0;The leaves of the individual was weighed together and the balance error is given as each leafs fraction of the total balance error;
Leontodon autumnalis;7298;actual measurement (following LEDA data standards);3.95;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;3.95;;;;2;;;2003-08-20 00:00:00.0;The leaves of the individual was weighed together and the balance error is given as each leafs fraction of the total balance error;
Leontodon autumnalis;7298;actual measurement (following LEDA data standards);7.1;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;7.1;;;;1;;;2003-04-09 00:00:00.0;;
Leontodon autumnalis;7298;actual measurement (following LEDA data standards);8.9;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;8.9;;;;1;;;2003-04-09 00:00:00.0;;
Leontodon autumnalis;7298;actual measurement (following LEDA data standards);9.4;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;9.4;;;;1;;;2003-04-09 00:00:00.0;;
Leontodon autumnalis;7298;actual measurement (following LEDA data standards);9.8;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;9.8;;;;1;;;2003-04-09 00:00:00.0;;
Leontodon autumnalis;7298;actual measurement;13.41;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: Tonia.Heider@uni-oldenburg.de;without petiole and rachis;15.35;33.1;6.73;13.41;2;;;2003-07-14 00:00:00.0;Preaggregated value obtained from single record. rehydration (GARNIER), rosette leaves;
Leontodon autumnalis;7298;actual measurement (following LEDA data standards);5.4;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;5.4;;;;1;;;2003-08-28 00:00:00.0;;
Leontodon autumnalis;7298;actual measurement (following LEDA data standards);6;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;6;;;;1;;;2003-08-28 00:00:00.0;;
Leontodon autumnalis;7298;actual measurement (following LEDA data standards);3.1;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;3.1;;;;1;;;2003-08-30 00:00:00.0;;
Leontodon autumnalis;7298;actual measurement (following LEDA data standards);7.6;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;7.6;;;;1;;;2003-08-30 00:00:00.0;;
Leontodon autumnalis;7298;actual measurement (following LEDA data standards);3.55;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;3.55;;;;2;;;2003-08-20 00:00:00.0;The leaves of the individual was weighed together and the balance error is given as each leafs fraction of the total balance error;
Leontodon autumnalis;7298;actual measurement (following LEDA data standards);2.6;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;2.6;;;;2;;;2003-08-29 00:00:00.0;The leaves of the individual was weighed together and the balance error is given as each leafs fraction of the total balance error;
Leontodon autumnalis;7298;actual measurement (following LEDA data standards);2.65;1;1;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;with petiole and rachis;2.65;;;;2;;;2003-08-29 00:00:00.0;The leaves of the individual was weighed together and the balance error is given as each leafs fraction of the total balance error;
Leontodon autumnalis;7298;actual measurement;18.79807229;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;18.79807229;;;2;;;1996-08-16 00:00:00.0;;
Leontodon autumnalis;7298;actual measurement;189.1993103;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;189.1993103;;;2;;;1996-08-05 00:00:00.0;;
Leontodon hispidus;6638;actual measurement;81.84190371;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;81.84190371;;;2;;;1996-06-16 00:00:00.0;;
Leontodon hispidus;6638;actual measurement (following LEDA data standards);51.39;6;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;63.01;91.54;46.66;51.39;2;;;2004-07-12 00:00:00.0;preaggregated value obtained from single record;
Leontodon hispidus;6638;actual measurement (following LEDA data standards);53.12;7;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;63.01;91.54;46.66;53.12;2;;;2004-07-12 00:00:00.0;Preaggregated value obtained from single record. preaggregated value obtained from single record;
Leontodon hispidus;6638;actual measurement;191.6077612;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;191.6077612;;;2;;;;;
Leontodon hispidus;6638;actual measurement;28.15;20;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kühner), Corresponding address: michael.kleyer@uni-oldenburg.de;with petiole and rachis;33.34;94.3;11.7;28.15;1;;;;Preaggregated value obtained from single record. leaves scanned with hand scanner, single leaves measured, not linked to individual plants;
Leontodon hispidus;6638;actual measurement (following LEDA data standards);45.97;4;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;43.03;46.99;33.18;45.97;2;;;2004-07-13 00:00:00.0;preaggregated value obtained from single record;
Leontodon hispidus;6638;actual measurement (following LEDA data standards);66.32;8;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;75.8;110.34;59.37;66.32;2;;;2004-07-12 00:00:00.0;Preaggregated value obtained from single record. preaggregated value obtained from single record;
Leontodon hispidus;6638;actual measurement (following LEDA data standards);63.69;7;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;75.8;110.34;59.37;63.69;2;;;2004-07-12 00:00:00.0;preaggregated value obtained from single record;
Leontodon hispidus;6638;actual measurement (following LEDA data standards);45.76;5;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;43.03;46.99;33.18;45.76;2;;;2004-07-13 00:00:00.0;Preaggregated value obtained from single record. preaggregated value obtained from single record;
Leontodon incanus;6757;actual measurement (following LEDA data standards);36.61;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;34.41;49.25;21.67;36.61;2;;;2005-05-26 00:00:00.0;preaggregated value obtained from single record;
Leontodon pyrenaicus;6519;actual measurement (following LEDA data standards);25.81;11;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;28.54;58.55;8.73;25.81;2;;;2004-07-09 00:00:00.0;Preaggregated value obtained from single record. ;
Leontodon pyrenaicus;6519;actual measurement (following LEDA data standards);22.42;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;28.54;58.55;8.73;22.42;2;;;2004-07-09 00:00:00.0;preaggregated value obtained from single record;
Leontodon taraxacoides subsp. taraxacoides;7423;actual measurement (following LEDA data standards);24.04;11;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;24.04;41.38;4.61;24.04;2;;;2004-06-07 00:00:00.0;Preaggregated value obtained from single record. ;
Leontodon taraxacoides subsp. taraxacoides;7423;actual measurement (following LEDA data standards);24.5;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;24.04;41.38;4.61;24.5;2;;;2004-06-07 00:00:00.0;preaggregated value obtained from single record;
Leonurus marrubiastrum;24198;actual measurement (following LEDA data standards);98.6;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;97.31;117.13;63.22;98.6;2;;;2004-06-18 00:00:00.0;Preaggregated value obtained from single record. ;
Leonurus marrubiastrum;24198;actual measurement (following LEDA data standards);99.88;9;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;97.31;117.13;63.22;99.88;2;;;2004-06-18 00:00:00.0;preaggregated value obtained from single record;
Leonurus marrubiastrum;24198;actual measurement (following LEDA data standards);114.86;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;113.86;138.09;74.01;114.86;2;;;2004-06-18 00:00:00.0;Preaggregated value obtained from single record. ;
Leonurus marrubiastrum;24198;actual measurement (following LEDA data standards);115.86;9;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;113.86;138.09;74.01;115.86;2;;;2004-06-18 00:00:00.0;preaggregated value obtained from single record;
Lepidium campestre;13495;actual measurement;6.50873494;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;6.50873494;;;2;;;1996-05-30 00:00:00.0;;
Lepidium campestre;13495;laboratory/greenhouse/garden experiment;22.34;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;24.04;33.1;19.09;22.34;2;;;2004-05-24 00:00:00.0;preaggregated value obtained from single record;
Lepidium campestre;13495;laboratory/greenhouse/garden experiment;22.43;11;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;24.04;33.1;19.09;22.43;2;;;2004-05-24 00:00:00.0;Preaggregated value obtained from single record. ;
Lepidium densiflorum;14562;laboratory/greenhouse/garden experiment;2.39;1;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;2.39;2.39;2.39;2.39;2;;;2004-09-25 00:00:00.0;preaggregated value obtained from single record;
Lepidium densiflorum;14562;laboratory/greenhouse/garden experiment;2.39;2;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;without petiole and rachis;2.39;2.39;2.39;2.39;2;;;2004-09-25 00:00:00.0;Preaggregated value obtained from single record. plants of seed bank analysis experiment;
Lepidium densiflorum;14562;laboratory/greenhouse/garden experiment;2.83;1;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;2.83;2.83;2.83;2.83;2;;;2004-09-25 00:00:00.0;preaggregated value obtained from single record;
Lepidium densiflorum;14562;laboratory/greenhouse/garden experiment;2.83;2;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;2.83;2.83;2.83;2.83;2;;;2004-09-25 00:00:00.0;Preaggregated value obtained from single record. plants of seed bank analysis experiment;
Lepidium latifolium;13501;actual measurement;308.4;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;308.4;;;1;;;1997-10-03 00:00:00.0;;
Lepidium latifolium;13501;actual measurement (following LEDA data standards);151.97;7;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;147.66;269.49;78.8;151.97;2;;;2005-07-26 00:00:00.0;preaggregated value obtained from single record;
Lepidium ruderale;13947;actual measurement;1.049180328;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;1.049180328;;;2;;;1996-08-03 00:00:00.0;;
Lepidium ruderale;13947;actual measurement;8.560240964;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;8.560240964;;;2;;;1996-05-23 00:00:00.0;;
Lepidium sativum;13505;laboratory/greenhouse/garden experiment;22.47;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;23.97;42.66;9.04;22.47;2;;;2005-06-29 00:00:00.0;preaggregated value obtained from single record;
Lepidium virginicum;13952;laboratory/greenhouse/garden experiment;27.82;11;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;27.82;43.67;10.79;27.82;2;;;2004-05-24 00:00:00.0;Preaggregated value obtained from single record. ;
Lepidium virginicum;13952;laboratory/greenhouse/garden experiment;29.8;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;27.82;43.67;10.79;29.8;2;;;2004-05-24 00:00:00.0;preaggregated value obtained from single record;
Leucanthemum ircutianum;61197;actual measurement (following LEDA data standards);14.22;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;14.63;22.09;10.06;14.22;2;;;2004-05-12 00:00:00.0;preaggregated value obtained from single record;
Leucanthemum ircutianum;61197;actual measurement (following LEDA data standards);14.4;11;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;with petiole and rachis;14.63;22.09;10.06;14.4;2;;;2004-05-12 00:00:00.0;Preaggregated value obtained from single record. ;
Leucanthemum vulgare;9651;actual measurement;36.09306198;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;36.09306198;;;2;;;1996-06-11 00:00:00.0;;
Leucanthemum vulgare;9651;actual measurement;44.77606595;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;44.77606595;;;2;;;;;
Leucanthemum vulgare;9651;actual measurement;14.71668416;3;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;without petiole and rachis;;14.71668416;;;2;;;;;
Leucanthemum vulgare;9651;actual measurement;12.9;20;1;Eriksson, Ove(2003): Recruitment and life-history traits of sparse plant species in subalpine grasslands [81];unknown;12.9;;;;1;;;;largest fully expanded leaf;Eriksson, Ove(2003): Recruitment and life-history traits of sparse plant species in subalpine grasslands [81]
Leucojum aestivum;35586;actual measurement (following LEDA data standards);300;5;-2;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;with petiole and rachis;315.7;433.5;231.5;300;2;;;2005-05-24 00:00:00.0;preaggregated value obtained from single record;
