The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", m_methodname "general method", rh_singlevalue "single value [m]", rh_n "sample size", rh_valid "record valid", ref_refname "reference", rh_maximum "maximum RH [m]", rh_mean "mean RH [m]", rh_minimum "minimum RH [m]", rh_median "median RH [m]", rh_replicates "number of replicates", rh_comment "general comment", or_origrefname "original reference" FROM (SELECT case when rh_median is not null then rh_median when rh_mean is not null then rh_mean when rh_minimum is not null and rh_maximum is not null then (rh_minimum + rh_maximum) / 2 when rh_minimum is not null then rh_minimum when rh_maximum is not null then rh_maximum else null end AS rh_singlevalue, sbs_sbsname, m_methodname, rh_median, rh_mean, rh_minimum, rh_maximum, rh_n, rh_valid, ref_refname, rh_replicates, rh_comment, or_origrefname, rh_sbsnumber FROM (SELECT sbs.sbs_sbsname, rh_m.m_methodname, rh_m.rh_median, rh_m.rh_mean, rh_m.rh_minimum, rh_m.rh_maximum, rh_m.rh_n, rh_m.rh_valid, rh_m.ref_refname, rh_m.rh_replicates, rh_m.rh_comment, rh_m.or_origrefname, rh_m.rh_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_rh.rh_sbsnumber, m.m_methodname, r_rh.rh_median, r_rh.rh_mean, r_rh.rh_minimum, r_rh.rh_maximum, r_rh.rh_n, r_rh.rh_valid, r_rh.ref_refname, r_rh.rh_replicates, r_rh.rh_comment, r_rh.or_origrefname FROM (SELECT rh_orf.rh_sbsnumber, rh_orf.rh_methodid, rh_orf.rh_median, rh_orf.rh_mean, rh_orf.rh_minimum, rh_orf.rh_maximum, rh_orf.rh_n, rh_orf.rh_valid, r.ref_refname, rh_orf.rh_replicates, rh_orf.rh_comment, rh_orf.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT rh.rh_sbsnumber, rh.rh_methodid, rh.rh_median, rh.rh_mean, rh.rh_minimum, rh.rh_maximum, rh.rh_n, rh.rh_valid, rh.rh_referenceid, rh.rh_replicates, rh.rh_comment, orf.or_origrefname FROM (SELECT sbsnumber AS rh_sbsnumber, methodid AS rh_methodid, median AS rh_median, mean AS rh_mean, minimum AS rh_minimum, maximum AS rh_maximum, n AS rh_n, valid AS rh_valid, referenceid AS rh_referenceid, replicates AS rh_replicates, p_comment AS rh_comment, origreferenceid AS rh_origreferenceid FROM (SELECT releasingheightid, sbsnumber, n, replicates, mean, minimum, maximum, median, stddeviation, stderror, collectiondate, p_comment, methodid, referenceid, supportstructuretypeid, origreferenceid, habitattypeid, georefid, valid, ledaid, batchid FROM releasingheight natural join taxontosbsassignment WHERE valid IN (-2, 1, 2, -8, 2, -8))) rh FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON rh.rh_origreferenceid = orf.or_origrefid) rh_orf ON r.ref_referenceid = rh_orf.rh_referenceid) r_rh LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON r_rh.rh_methodid = m.m_methodid) rh_m ON sbs.sbs_sbsnumber = rh_m.rh_sbsnumber)) ORDER BY sbs_sbsname
on Fri Feb 05 09:52:56 CET 2010 .

SBS name;general method;single value [m];sample size;record valid;reference;maximum RH [m];mean RH [m];minimum RH [m];median RH [m];number of replicates;general comment;original reference
Leonurus marrubiastrum;unknown;.85;;1;BIOPOP April 2005;1.2;;.5;;;;
Lepidium campestre;laboratory/greenhouse/garden experiment;.27;13;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.38;.27;.13;.27;;(automatically preaggregated values) ;
Lepidium campestre;unknown;.4;;1;BIOPOP April 2005;.6;;.2;;;;
Lepidium densiflorum;unknown;.3;;1;BIOPOP April 2005;.4;;.2;;;;
Lepidium graminifolium;unknown;.55;;1;BIOPOP April 2005;.7;;.4;;;;
Lepidium heterophyllum;unknown;.3;;1;BIOPOP April 2005;.45;;.15;;;;
Lepidium latifolium;unknown;.75;;1;BIOPOP April 2005;1;;.5;;;;
Lepidium perfoliatum;unknown;.3;;1;BIOPOP April 2005;.4;;.2;;;;
Lepidium ruderale;unknown;.2;;1;BIOPOP April 2005;.3;;.1;;;;
Lepidium sativum;laboratory/greenhouse/garden experiment;.26;11;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.34;.25;.14;.26;;(automatically preaggregated values) ;
Lepidium sativum;unknown;.3;;1;BIOPOP April 2005;.4;;.2;;;;
Lepidium virginicum;laboratory/greenhouse/garden experiment;.51;15;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.72;.53;.35;.51;;(automatically preaggregated values) ;
Lepidium virginicum;unknown;.4;;1;BIOPOP April 2005;.5;;.3;;;;
Leucanthemopsis alpina;unknown;.1;;1;BIOPOP April 2005;.15;;.05;;;;
Leucanthemum adustum;actual measurement (following LEDA data standards);.5;25;1;BIOPOP April 2005;.5;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Leucanthemum adustum;unknown;.55;;1;BIOPOP April 2005;;.55;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Leucanthemum atratum;unknown;.25;;1;BIOPOP April 2005;.4;;.1;;;;
Leucanthemum ircutianum;actual measurement (following LEDA data standards);.5;25;1;BIOPOP April 2005;.5;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Leucanthemum ircutianum;unknown;.55;;1;BIOPOP April 2005;1;;.1;;;;Haeupler, H. (2000): Bildatlas der Farn- und Blütenpflanzen Deutschlands
Leucanthemum vulgare;actual measurement (following LEDA data standards);.45;;1;BIOPOP April 2005;.5;;.4;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Leucanthemum vulgare;unknown;.45;;1;BIOPOP April 2005;;.45;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Leucojum aestivum;unknown;.475;;1;BIOPOP April 2005;.6;;.35;;;;
Leucojum vernum;actual measurement (following LEDA data standards);.01;15;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.05;.02;0;.01;;(automatically preaggregated values) ;
Leucojum vernum;unknown;.2;;1;BIOPOP April 2005;.3;;.1;;;;
Levisticum officinale;unknown;1.5;;1;BIOPOP April 2005;2;;1;;;;
Leymus arenarius;unknown;.9;;1;BIOPOP April 2005;1.2;;.6;;;;
Ligusticum mutellina;field experiment;.5;1;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.5;.5;.5;.5;;(automatically preaggregated values) ;
Ligusticum mutellina;unknown;.3;;1;BIOPOP April 2005;.5;;.1;;;;
Ligusticum mutellinoides;unknown;.1;;1;BIOPOP April 2005;.15;;.05;;;;
Ligustrum vulgare;actual measurement (following LEDA data standards);15;25;1;BIOPOP April 2005;15;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Ligustrum vulgare;unknown;3;;1;BIOPOP April 2005;5;;1;;;;
Ligustrum vulgare;unknown;3.5;;1;BIOPOP April 2005;;3.5;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Lilium bulbiferum;unknown;.75;;1;BIOPOP April 2005;1;;.5;;;;
Lilium martagon;unknown;.7;;1;BIOPOP April 2005;1;;.4;;;;
Limodorum abortivum;unknown;.35;;1;BIOPOP April 2005;.5;;.2;;;;
Limonium vulgare;unknown;.35;;1;BIOPOP April 2005;.5;;.2;;;;
Limosella aquatica;unknown;.055;;1;BIOPOP April 2005;.08;;.03;;;;
Linaria alpina;unknown;.075;;1;BIOPOP April 2005;.1;;.05;;;;
Linaria arvensis;unknown;.225;;1;BIOPOP April 2005;.3;;.15;;;;
Linaria repens;unknown;.4;;1;BIOPOP April 2005;.6;;.2;;;;
Linaria spartea;unknown;.4;;1;BIOPOP April 2005;.6;;.2;;;;
Linaria vulgaris;unknown;.475;;1;BIOPOP April 2005;.75;;.2;;;;
Linaria vulgaris;unknown;.55;;1;BIOPOP April 2005;;.55;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Lindernia dubia;unknown;.1;;1;BIOPOP April 2005;.15;;.05;;;;
Lindernia procumbens;unknown;.065;;1;BIOPOP April 2005;.1;;.03;;;;
Linnaea borealis;actual measurement (following LEDA data standards);.09;6;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Wilmann), E-Mail: (bodil.wilmann@nina.no);.11;.09;.07;.09;;(automatically preaggregated values) ;
Linnaea borealis;unknown;.675;;1;BIOPOP April 2005;1.2;;.15;;;;
Linnaea borealis;actual measurement (following LEDA data standards);.135;;1;BIOPOP April 2005;.15;;.12;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Linum austriacum;unknown;.45;;1;BIOPOP April 2005;.8;;.1;;;;
Linum catharticum;actual measurement (following LEDA data standards);.25;25;1;BIOPOP April 2005;.25;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Linum catharticum;unknown;.15;;1;BIOPOP April 2005;;.15;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Linum catharticum;actual measurement (following LEDA data standards);.121;;1;BIOPOP April 2005;;.121;;;;;During, H. J.(1985): Demography of short-lived forbs in chalk grassland in relation to vegetation structure.  The population structure of vegetation.  J.  White.  Dordrecht.[]
Linum catharticum;actual measurement (following LEDA data standards);.173;;1;BIOPOP April 2005;;.173;;;;;During, H. J.(1985): Demography of short-lived forbs in chalk grassland in relation to vegetation structure.  The population structure of vegetation.  J.  White.  Dordrecht.[]
Linum catharticum;unknown;.175;;1;BIOPOP April 2005;.3;;.05;;;;
Linum flavum;unknown;.375;;1;BIOPOP April 2005;.55;;.2;;;;
Linum leonii;unknown;.175;;1;BIOPOP April 2005;.3;;.05;;;;
Linum perenne;estimation (following LEDA data standards);.65;;1;BIOPOP April 2005;1;;.3;;;;Jäger, E.J. and Werner, K. (1995). Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Atlasband. Vol. 3. Jena, Fischer
Linum perenne s. alpinum;estimation (following LEDA data standards);.25;;1;BIOPOP April 2005;.3;;.2;;;;Jäger, E.J. and Werner, K. (1995). Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Atlasband. Vol. 3. Jena, Fischer
Linum tenuifolium;actual measurement (following LEDA data standards);.35;25;1;BIOPOP April 2005;.35;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Linum tenuifolium;unknown;.325;;1;BIOPOP April 2005;.5;;.15;;;;
Linum usitatissimum;unknown;.45;;1;BIOPOP April 2005;.6;;.3;;;;
Linum viscosum;unknown;.45;;1;BIOPOP April 2005;.6;;.3;;;;
Liparis loeselii;actual measurement (following LEDA data standards);.08;30;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.12;.08;.06;.08;;(automatically preaggregated values) ;
Liparis loeselii;unknown;.13;;1;BIOPOP April 2005;.2;;.06;;;;
Liriodendron tulipifera;unknown;61;;1;BIOPOP April 2005;;61;;;;;
Listera cordata;actual measurement (following LEDA data standards);.12;7;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Wilmann), E-Mail: (bodil.wilmann@nina.no);.15;.13;.1;.12;;(automatically preaggregated values) ;
Listera cordata;unknown;.125;;1;BIOPOP April 2005;.2;;.05;;;;
Listera ovata;actual measurement (following LEDA data standards);.54;;1;BIOPOP April 2005;.63;;.45;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Listera ovata;actual measurement (following LEDA data standards);.685;;1;BIOPOP April 2005;.77;;.6;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Listera ovata;unknown;.35;;1;BIOPOP April 2005;;.35;;;;;
Listera ovata;actual measurement (following LEDA data standards);.53;;1;BIOPOP April 2005;.55;;.51;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Lithospermum arvense;unknown;.3;;1;BIOPOP April 2005;.5;;.1;;;;
Lithospermum officinale;unknown;.65;;1;BIOPOP April 2005;1;;.3;;;;
Lloydia serotina;unknown;.085;;1;BIOPOP April 2005;.1;;.07;;;;
Lobelia erinus;unknown;.225;;1;BIOPOP April 2005;.3;;.15;;;;
Lobularia maritima;unknown;.175;;1;BIOPOP April 2005;.25;;.1;;;;
Logfia arvensis;unknown;.225;;1;BIOPOP April 2005;.35;;.1;;;;
Logfia gallica;unknown;.105;;1;BIOPOP April 2005;.15;;.06;;;;
Logfia minima;unknown;.125;;1;BIOPOP April 2005;.2;;.05;;;;
Loiseleuria procumbens;actual measurement (following LEDA data standards);.03;5;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.035;.028;.02;.03;;(automatically preaggregated values) ;
Loiseleuria procumbens;unknown;.225;;1;BIOPOP April 2005;.3;;.15;;;;
Lolium multiflorum;unknown;.65;;1;BIOPOP April 2005;1;;.3;;;;
Lolium multiflorum;unknown;1;1;1;Beddows, A. R. (1973): Biological flora of the British Isles: Lolium multiflorum Lam.;1;;;;1;N unknown; fertile shoot with spike under cultivation;Beddows, A. R. (1973): Biological flora of the British Isles: Lolium multiflorum Lam.
Lolium perenne;unknown;.35;;1;BIOPOP April 2005;.6;;.1;;;;
Lolium perenne;unknown;.6;;1;BIOPOP April 2005;;.6;;;;;Beddows, A. R. (1967): Biological flora of the British Isles: Lolium perenne L.
Lolium perenne;unknown;.35;;1;BIOPOP April 2005;;.35;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Lolium perenne;unknown;.86;;1;BIOPOP April 2005;.86;;;;;;Beddows, A. R. (1967): Biological flora of the British Isles: Lolium perenne L.
Lolium remotum;laboratory/greenhouse/garden experiment;.82;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;1.11;.87;.66;.82;;(automatically preaggregated values) ;
Lolium remotum;unknown;.45;;1;BIOPOP April 2005;.6;;.3;;;;
Lolium temulentum;laboratory/greenhouse/garden experiment;.87;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.99;.88;.8;.87;;(automatically preaggregated values) ;
Lolium temulentum;unknown;.6;;1;BIOPOP April 2005;.9;;.3;;;;
Lomatogonium carinthiacum;unknown;.08;;1;BIOPOP April 2005;.15;;.01;;;;
Lonicera alpigena;unknown;1.05;;1;BIOPOP April 2005;1.5;;.6;;;;
Lonicera caerulea;unknown;.95;;1;BIOPOP April 2005;1.3;;.6;;;;
Lonicera caprifolium;unknown;3.75;;1;BIOPOP April 2005;4.5;;3;;;;
Lonicera nigra;unknown;1;;1;BIOPOP April 2005;1.5;;.5;;;;
Lonicera periclymenum;unknown;2.5;;1;BIOPOP April 2005;3;;2;;;;
Lonicera periclymenum;unknown;3;;1;BIOPOP April 2005;;3;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Lonicera tatarica;unknown;2;;1;BIOPOP April 2005;3;;1;;;;
Lonicera xylosteum;unknown;1.5;;1;BIOPOP April 2005;2;;1;;;;
Loranthus europaeus;unknown;.65;;1;BIOPOP April 2005;1;;.3;;;;
Lotus alpinus;unknown;.06;;1;BIOPOP April 2005;.1;;.02;;;;
Lotus corniculatus;actual measurement (following LEDA data standards);.25;25;1;BIOPOP April 2005;.25;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Lotus corniculatus;unknown;.15;;1;BIOPOP April 2005;;.15;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Lotus corniculatus;unknown;.3;;1;BIOPOP April 2005;.5;;.1;;;;Jones, D. A. (1986): Biological flora of the British Isles: Lotus corniculatus L.
Lotus corniculatus;unknown;1.7;;1;BIOPOP April 2005;1.7;;;;;Value: large plant;Jones, D. A. (1986): Biological flora of the British Isles: Lotus corniculatus L.
Lotus corniculatus;unknown;.225;;1;BIOPOP April 2005;.4;;.05;;;;
Lotus uliginosus;unknown;.35;;1;BIOPOP April 2005;.5;;.2;;;;
Lotus uliginosus;unknown;.35;;1;BIOPOP April 2005;;.35;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Ludwigia palustris;laboratory/greenhouse/garden experiment;.02;8;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.03;.02;.01;.02;;(automatically preaggregated values) ;
Lunaria annua;unknown;.65;;1;BIOPOP April 2005;1;;.3;;;;
Lunaria rediviva;unknown;.85;;1;BIOPOP April 2005;1.4;;.3;;;;
Lupinus albus;laboratory/greenhouse/garden experiment;.48;21;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.58;.47;.31;.48;;(automatically preaggregated values) ;
Lupinus albus;unknown;.65;;1;BIOPOP April 2005;1;;.3;;;;
Lupinus angustifolius;unknown;.45;;1;BIOPOP April 2005;.6;;.3;;;;
Lupinus luteus;laboratory/greenhouse/garden experiment;.46;7;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.58;.46;.38;.46;;(automatically preaggregated values) ;
Lupinus luteus;unknown;.45;;1;BIOPOP April 2005;.6;;.3;;;;
Lupinus polyphyllus;actual measurement (following LEDA data standards);.86;10;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Wilmann), E-Mail: (bodil.wilmann@nina.no);.94;.86;.74;.86;;(automatically preaggregated values) ;
Lupinus polyphyllus;unknown;1.25;;1;BIOPOP April 2005;1.5;;1;;;;
Luzula alpinopilosa;unknown;.2;;1;BIOPOP April 2005;.3;;.1;;;;
Luzula campestris;estimation (following LEDA data standards);.125;;1;BIOPOP April 2005;.2;;.05;;;;Jäger, E.J. and Werner, K. (1995). Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Atlasband. Vol. 3. Jena, Fischer
Luzula campestris;unknown;.1;;1;BIOPOP April 2005;;.1;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Luzula campestris;actual measurement (following LEDA data standards);.6;25;1;BIOPOP April 2005;.6;;;;;;Luftensteiner, H. W. (1982): Untersuchungen zur Verbreitungsbiologie von Pflanzengemeinschaften an vier Standorten in Niederösterreich.
Luzula campestris;estimation (following LEDA data standards);.175;;1;BIOPOP April 2005;.3;;.05;;;;Jäger, E.J. and Werner, K. (1995). Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Atlasband. Vol. 3. Jena, Fischer
Luzula desvauxii;unknown;.45;;1;BIOPOP April 2005;.6;;.3;;;;
Luzula forsteri;unknown;.225;;1;BIOPOP April 2005;.3;;.15;;;;
Luzula glabrata;unknown;.225;;1;BIOPOP April 2005;.3;;.15;;;;
Luzula luzulina;unknown;.175;;1;BIOPOP April 2005;.25;;.1;;;;
Luzula luzuloides;unknown;.5;;1;BIOPOP April 2005;.7;;.3;;;;
Luzula multiflora;estimation (following LEDA data standards);.35;;1;BIOPOP April 2005;.5;;.2;;;;Jäger, E.J. and Werner, K. (1995). Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Atlasband. Vol. 3. Jena, Fischer
Luzula multiflora;actual measurement (following LEDA data standards);.18;8;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.34;.188;.115;.18;;(automatically preaggregated values) ;
Luzula multiflora;estimation (following LEDA data standards);.2;;1;BIOPOP April 2005;.3;;.1;;;;Jäger, E.J. and Werner, K. (1995). Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Atlasband. Vol. 3. Jena, Fischer
Luzula nivea;unknown;.65;;1;BIOPOP April 2005;.9;;.4;;;;
Luzula pilosa;actual measurement (following LEDA data standards);.27;;1;BIOPOP April 2005;.36;;.18;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Luzula pilosa;actual measurement (following LEDA data standards);.3;;1;BIOPOP April 2005;.4;;.2;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Luzula pilosa;actual measurement (following LEDA data standards);.355;;1;BIOPOP April 2005;.47;;.24;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Luzula pilosa;unknown;.2;;1;BIOPOP April 2005;;.2;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Luzula pilosa;unknown;.225;;1;BIOPOP April 2005;.3;;.15;;;;
Luzula pilosa;actual measurement (following LEDA data standards);.325;;1;BIOPOP April 2005;.43;;.22;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Luzula pilosa;actual measurement (following LEDA data standards);.325;;1;BIOPOP April 2005;.45;;.2;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Luzula pilosa;actual measurement (following LEDA data standards);.335;;1;BIOPOP April 2005;.46;;.21;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Luzula pilosa;actual measurement (following LEDA data standards);.285;;1;BIOPOP April 2005;.38;;.19;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Luzula pilosa;actual measurement (following LEDA data standards);.31;;1;BIOPOP April 2005;.42;;.2;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Luzula pilosa;actual measurement (following LEDA data standards);.34;;1;BIOPOP April 2005;.45;;.23;;;;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A
Luzula spicata;actual measurement (following LEDA data standards);.19;7;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.25;.181;.095;.19;;(automatically preaggregated values) ;
Luzula spicata;unknown;.2;;1;BIOPOP April 2005;.3;;.1;;;;
Luzula sudetica;actual measurement (following LEDA data standards);.165;5;-2;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;.22;.172;.133;.165;;(automatically preaggregated values) ;
Luzula sudetica;unknown;.3;;1;BIOPOP April 2005;.4;;.2;;;;
Luzula sylvatica;estimation (following LEDA data standards);.6;;1;BIOPOP April 2005;.9;;.3;;;;Jäger, E.J. and Werner, K. (1995). Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Atlasband. Vol. 3. Jena, Fischer
Luzula sylvatica;unknown;.55;;1;BIOPOP April 2005;;.55;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Lycium barbarum;unknown;2;;1;BIOPOP April 2005;3;;1;;;;
Lycium chinense;unknown;2;;1;BIOPOP April 2005;3;;1;;;;
Lycopersicon esculentum;unknown;.95;;1;BIOPOP April 2005;1.5;;.4;;;;
Lycopodiella inundata;actual measurement (following LEDA data standards);.05;3;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.07;.05;.03;.05;;(automatically preaggregated values) ;
Lycopodiella inundata;unknown;.06;;1;BIOPOP April 2005;.1;;.02;;;;
Lycopodium annotinum;unknown;1.575;;1;BIOPOP April 2005;3;;.15;;;;
Lycopodium clavatum;unknown;.175;;1;BIOPOP April 2005;.3;;.05;;;;
Lycopus europaeus;unknown;.75;;1;BIOPOP April 2005;1.3;;.2;;;;
Lycopus europaeus;unknown;.65;;1;BIOPOP April 2005;;.65;;;;;Grime, J. P.(1981): A comparative study of germination characteristics in a local flora.
Lycopus exaltatus;unknown;.9;;1;BIOPOP April 2005;1.2;;.6;;;;
Lysimachia nemorum;unknown;.2;;1;BIOPOP April 2005;.3;;.1;;;;
Lysimachia nummularia;unknown;.3;;1;BIOPOP April 2005;.5;;.1;;;;
