The following table was created as response to the SQL query
SELECT sbs_sbsnumber "SBS number", sbs_sbsname "SBS name", m_methodname "general method", dia_name "diaspore type", diglv_genname "gen. diaspore type", ref_refname "reference", seslv_name "seed structure", seglv_name "gen. seed structure", mdu_ishooked "seed structure hooked", mdu_valid "valid", or_origrefname "original reference", mdu_comment "general comment" FROM (SELECT mdu_m.mdu_ishooked, sbs.sbs_sbsnumber, sbs.sbs_sbsname, mdu_m.m_methodname, mdu_m.dia_name, mdu_m.diglv_genname, mdu_m.ref_refname, mdu_m.seslv_name, mdu_m.seglv_name, mdu_m.mdu_valid, mdu_m.or_origrefname, mdu_m.mdu_comment, mdu_m.mdu_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT mdu_dialv.mdu_sbsnumber, mdu_dialv.mdu_ishooked, m.m_methodname, mdu_dialv.dia_name, mdu_dialv.diglv_genname, mdu_dialv.ref_refname, mdu_dialv.seslv_name, mdu_dialv.seglv_name, mdu_dialv.mdu_valid, mdu_dialv.or_origrefname, mdu_dialv.mdu_comment FROM (SELECT mdu_diglv.mdu_sbsnumber, mdu_diglv.mdu_ishooked, mdu_diglv.mdu_methodid, dialv.dia_name, mdu_diglv.diglv_genname, mdu_diglv.ref_refname, mdu_diglv.seslv_name, mdu_diglv.seglv_name, mdu_diglv.mdu_valid, mdu_diglv.or_origrefname, mdu_diglv.mdu_comment FROM (SELECT r_mdu.mdu_sbsnumber, r_mdu.mdu_ishooked, r_mdu.mdu_methodid, r_mdu.mdu_diasporemorphid, diglv.diglv_genname, r_mdu.ref_refname, r_mdu.seslv_name, r_mdu.seglv_name, r_mdu.mdu_valid, r_mdu.or_origrefname, r_mdu.mdu_comment FROM (SELECT mdu_seslv.mdu_sbsnumber, mdu_seslv.mdu_ishooked, mdu_seslv.mdu_methodid, mdu_seslv.mdu_diasporemorphid, mdu_seslv.mdu_gendiamorphid, r.ref_refname, mdu_seslv.seslv_name, mdu_seslv.seglv_name, mdu_seslv.mdu_valid, mdu_seslv.or_origrefname, mdu_seslv.mdu_comment FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT mdu_seglv.mdu_sbsnumber, mdu_seglv.mdu_ishooked, mdu_seglv.mdu_methodid, mdu_seglv.mdu_diasporemorphid, mdu_seglv.mdu_gendiamorphid, mdu_seglv.mdu_referenceid, seslv.seslv_name, mdu_seglv.seglv_name, mdu_seglv.mdu_valid, mdu_seglv.or_origrefname, mdu_seglv.mdu_comment FROM (SELECT mdu_orf.mdu_sbsnumber, mdu_orf.mdu_ishooked, mdu_orf.mdu_methodid, mdu_orf.mdu_diasporemorphid, mdu_orf.mdu_gendiamorphid, mdu_orf.mdu_referenceid, mdu_orf.mdu_seedstructureid, seglv.seglv_name, mdu_orf.mdu_valid, mdu_orf.or_origrefname, mdu_orf.mdu_comment FROM (SELECT mdu.mdu_sbsnumber, mdu.mdu_ishooked, mdu.mdu_methodid, mdu.mdu_diasporemorphid, mdu.mdu_gendiamorphid, mdu.mdu_referenceid, mdu.mdu_seedstructureid, mdu.mdu_genseedstructureid, mdu.mdu_valid, orf.or_origrefname, mdu.mdu_comment FROM (SELECT sbsnumber AS mdu_sbsnumber, ishooked AS mdu_ishooked, methodid AS mdu_methodid, diasporemorphologyid AS mdu_diasporemorphid, gendiasporemorphologyid AS mdu_gendiamorphid, referenceid AS mdu_referenceid, seedstructureid AS mdu_seedstructureid, genseedstructureid AS mdu_genseedstructureid, valid AS mdu_valid, origreferenceid AS mdu_origreferenceid, p_comment AS mdu_comment FROM (SELECT sbsnumber, taxonid, referenceid, origreferenceid, batchid, methodid, p_comment, seedstructureid, seedstructureid - MOD(seedstructureid,10) AS genseedstructureid, ishooked as ishookedid,
CASE ishooked WHEN 0 THEN 'not hooked' WHEN 1 THEN 'hooked' ELSE 'unknown' END AS ishooked, diasporemorphologyid, diasporemorphologyid - MOD(diasporemorphologyid,10) AS gendiasporemorphologyid, 
created_when, updated_when, valid, validsince, validuntil, ledaid, morphologyofdispersalunitid FROM MORPHOLOGYOFDISPERSALUNIT NATURAL JOIN TAXONTOSBSASSIGNMENT WHERE valid IN (-1, 0))) mdu FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON mdu.mdu_origreferenceid = orf.or_origrefid) mdu_orf FULL JOIN (SELECT seedstructureid AS seglv_id, genseedstructurename AS seglv_name FROM (select a.seedstructureid, b.seedstructurecode as genseedstructurecode, b.seedstructurename as genseedstructurename from seedstructure_lv a join seedstructure_lv b on b.seedstructureid = a.seedstructureid - MOD(a.seedstructureid,10)
)) seglv ON mdu_orf.mdu_genseedstructureid = seglv.seglv_id) mdu_seglv FULL JOIN (SELECT seedstructureid AS seslv_id, seedstructurename AS seslv_name FROM (select seedstructureid, seedstructurecode, seedstructurename from seedstructure_lv)) seslv ON mdu_seglv.mdu_seedstructureid = seslv.seslv_id) mdu_seslv ON r.ref_referenceid = mdu_seslv.mdu_referenceid) r_mdu LEFT JOIN (SELECT diasporemorphologyid AS diglv_genid, diasporemorphologyname AS diglv_genname FROM (select diasporemorphologyid, diasporemorphologycode, diasporemorphologyname from diasporemorphology_lv)) diglv ON r_mdu.mdu_gendiamorphid = diglv.diglv_genid) mdu_diglv LEFT JOIN (SELECT diasporemorphologyid AS dia_id, diasporemorphologyname AS dia_name FROM (select diasporemorphologyid, diasporemorphologycode, diasporemorphologyname from diasporemorphology_lv)) dialv ON mdu_diglv.mdu_diasporemorphid = dialv.dia_id) mdu_dialv LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON mdu_dialv.mdu_methodid = m.m_methodid) mdu_m ON sbs.sbs_sbsnumber = mdu_m.mdu_sbsnumber)
on Mon Jul 14 15:48:35 CEST 2008 .

SBS number;SBS name;general method;diaspore type;gen. diaspore type;reference;seed structure;gen. seed structure;seed structure hooked;valid;original reference;general comment
14756;Wahlenbergia hederacea;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
21090;Ulex europaeus;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
21002;Lathyrus latifolius;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
25159;Ajuga reptans;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);No appendages, coarse surface;No appendages;unknown;0;;null
19845;Lathyrus tuberosus;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
21160;Vicia lathyroides;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
14626;Rorippa palustris;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from Norwegian Institute for Nature Resaerch, NINA-Trondheim, NO (Rusch), E-Mail: Graciela.rusch@nina.no;No appendages, coarse surface;No appendages;unknown;0;;null
14602;Nasturtium officinale;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
17658;Stellaria graminea;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
17650;Spergularia rubra;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
27114;Nigella damascena;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, coarse surface;No appendages;unknown;0;;null
27104;Myosurus minimus;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, coarse surface;No appendages;unknown;0;;null
18999;Drosera rotundifolia;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);No appendages, coarse surface;No appendages;unknown;0;;null
18996;Drosera intermedia;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, coarse surface;No appendages;unknown;0;;null
25866;Linum usitatissimum;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, coarse surface;No appendages;unknown;0;;null
25855;Linum tenuifolium;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, coarse surface;No appendages;unknown;0;; Seed structure: mucilage when wet
25842;Oxalis acetosella;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
25841;Oxalis articulata;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
25827;Oxalis stricta;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
25782;Althaea officinalis;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
19830;Lathyrus heterophyllus;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
19587;Calluna vulgaris;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
29086;Primula elatior;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
28981;Primula vulgaris;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
14558;Isatis tinctoria;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Poschlod), E-Mail: Peter.Poschlod@biologie.uni-regensburg.de;No appendages, coarse surface;No appendages;unknown;0;;null
16115;Dianthus armeria;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
16075;Gypsophila muralis;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
26085;Pinguicula vulgaris;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
26029;Lythrum hyssopifolia;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
25949;Linum austriacum;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, coarse surface;No appendages;unknown;0;; Seed structure: mucilage when wet
20898;Lathyrus sylvestris;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
20898;Lathyrus sylvestris;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
20898;Lathyrus sylvestris;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
20645;Ononis repens;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Poschlod), E-Mail: Peter.Poschlod@biologie.uni-regensburg.de;No appendages, coarse surface;No appendages;unknown;0;;null
15865;Myosoton aquaticum;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, coarse surface;No appendages;unknown;0;;null
15566;Petrorhagia saxifraga;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;No appendages, coarse surface;No appendages;unknown;0;;null
26717;Ranunculus sceleratus;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
26598;Trollius europaeus;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
14249;Cardamine pratensis;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, coarse surface;No appendages;unknown;0;;null
14148;Cochlearia officinalis;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
28929;Lysimachia punctata;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
28922;Lysimachia nummularia;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
28861;Glaux maritima;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;No appendages, coarse surface;No appendages;unknown;0;;null
24813;Teucrium chamaedrys;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;No appendages, coarse surface;No appendages;unknown;0;;null
19499;Ledum palustre;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
14330;Aethionema saxatile;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;Diaspore type: type 1: capsules release seeds
14291;Barbarea vulgaris;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
24632;Mentha longifolia;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
24622;Mentha aquatica;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
24497;Ajuga chamaepitys;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);No appendages, coarse surface;No appendages;unknown;0;;null
24460;Teucrium scorodonia;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Rüther) (carsten.ruether@biologie.uni-regensburg.de);No appendages, coarse surface;No appendages;unknown;0;;null
24386;Scutellaria galericulata;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
24350;Prunella vulgaris;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
17207;Cerastium cerastoides;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
17110;Silene armeria;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
17102;Silene acaulis;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;No appendages, coarse surface;No appendages;unknown;0;;null
16755;Stellaria media;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
16753;Stellaria holostea;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
16673;Silene nutans;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
16657;Silene vulgaris;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;No appendages, coarse surface;No appendages;unknown;0;;null
16651;Sagina saginoides;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;No appendages, coarse surface;No appendages;unknown;0;;null
16644;Sagina nodosa;observation (like obvious taxonomical traits);one-seeded generative dispersule;generative dispersule;Source data from University of Regensburg , Chair of Botany, DE (Jackel), E-Mail: auc.jackel@t-online.de;No appendages, coarse surface;No appendages;unknown;0;;null
