The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", dtlv_name "dispersal type", dvlv_name "dispersal vector", dvglv_genname "gen. dispersal vector", dglv_genname "gen. dispersal type", byc_avgsingle "BYC avg. float. cap. (sv) [%]" FROM (SELECT ROUND(AVG(byc_singlevalue),2) AS byc_avgsingle, sbs_sbsnumber, sbs_sbsname, dtlv_name, dvlv_name, dvglv_genname, dglv_genname FROM (SELECT case when byc_median is not null then byc_median when byc_mean is not null then byc_mean when byc_minimum is not null and byc_maximum is not null then (byc_minimum + byc_maximum) / 2 when byc_minimum is not null then byc_minimum when byc_maximum is not null then byc_maximum else null end AS byc_singlevalue, sbs_sbsnumber, sbs_sbsname, dtlv_name, dvlv_name, dvglv_genname, dglv_genname FROM (SELECT sbs_dis.sbs_sbsnumber, sbs_dis.sbs_sbsname, sbs_dis.dtlv_name, sbs_dis.dvlv_name, sbs_dis.dvglv_genname, sbs_dis.dglv_genname, byc.byc_median, byc.byc_mean, byc.byc_minimum, byc.byc_maximum FROM (SELECT sbs.sbs_sbsnumber, sbs.sbs_sbsname, dis_dtlv.dtlv_name, dis_dtlv.dvlv_name, dis_dtlv.dvglv_genname, dis_dtlv.dglv_genname FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs LEFT JOIN (SELECT dis_dvlv.dis_sbsnumber, dtlv.dtlv_name, dis_dvlv.dvlv_name, dis_dvlv.dvglv_genname, dis_dvlv.dglv_genname FROM (SELECT dis_dvglv.dis_sbsnumber, dis_dvglv.dis_dtid, dvlv.dvlv_name, dis_dvglv.dvglv_genname, dis_dvglv.dglv_genname FROM (SELECT dis_dtglv.dis_sbsnumber, dis_dtglv.dis_dtid, dis_dtglv.dis_dvid, dvglv.dvglv_genname, dis_dtglv.dglv_genname FROM (SELECT dis.dis_sbsnumber, dis.dis_dtid, dis.dis_dvid, dis.dis_gendvid, dtglv.dglv_genname FROM (SELECT sbsnumber AS dis_sbsnumber, dispersaltypeid AS dis_dtid, dispersalvectorid AS dis_dvid, gendispvectorid AS dis_gendvid, gendisptypeid AS dis_gendtid FROM (SELECT sbsnumber, taxonid, georefid, habitattypeid, referenceid, origreferenceid, batchid, methodid, p_comment, dispersalunitid, dispersaltypeid, dispersalvectorid, dispersalunitid - mod(dispersalunitid,10) as gendispunitid, dispersaltypeid - mod(dispersaltypeid,10) as gendisptypeid, dispersalvectorid - mod(dispersalvectorid,100) as gendispvectorid, created_when, updated_when, valid, validsince, validuntil, ledaid, dispersalid FROM dispersal NATURAL JOIN taxontosbsassignment)) dis FULL JOIN (SELECT dispersaltypeid AS dglv_genid, dispersaltypename AS dglv_genname FROM (select dispersaltypeid, dispersaltypename, generaliseddispersaltype, explanation, case when lddid = 0 then 'no' when lddid = 1 then 'yes' else 'unknown' end as dispersaltypelddpotential from dispersaltype_lv)) dtglv ON dis.dis_gendtid = dtglv.dglv_genid) dis_dtglv FULL JOIN (SELECT dispersalvectorid AS dvglv_genid, dispersalvectorname AS dvglv_genname FROM (select dispersalvectorid, dispersalvectorname, longdistancedispersal from dispersalvector_lv)) dvglv ON dis_dtglv.dis_gendvid = dvglv.dvglv_genid) dis_dvglv FULL JOIN (SELECT dispersalvectorid AS dvlv_id, dispersalvectorname AS dvlv_name FROM (select dispersalvectorid, dispersalvectorname, case when longdistancedispersal = 1 then 'yes' when longdistancedispersal = 0 then 'no' else 'unknown' end as longdistancedispersal from dispersalvector_lv)) dvlv ON dis_dvglv.dis_dvid = dvlv.dvlv_id) dis_dvlv FULL JOIN (SELECT dispersaltypeid AS dtlv_id, dispersaltypename AS dtlv_name FROM (select dispersaltypeid, dispersaltypename, generaliseddispersaltype, explanation, case when lddid = 0 then 'no' when lddid = 1 then 'yes' else 'unknown' end as dispersaltypelddpotential from dispersaltype_lv)) dtlv ON dis_dvlv.dis_dtid = dtlv.dtlv_id) dis_dtlv ON sbs.sbs_sbsnumber = dis_dtlv.dis_sbsnumber) sbs_dis LEFT JOIN (SELECT sbsnumber AS byc_sbsnumber, median AS byc_median, mean AS byc_mean, minimum AS byc_minimum, maximum AS byc_maximum, valid AS byc_valid FROM (select SBSNUMBER, DISPERSALMEASUREMENTID, TIMESTEPMINUTES, TIMESTEPINTERVAL || ' - ' || TIMESTEPNAME AS TIMESTEPCODEANDNAME, N, REPLICATES, MEAN, MEDIAN, MINIMUM, MAXIMUM, STDDEVIATION, STDERROR, P_COMMENT, CREATED_WHEN, UPDATED_WHEN, BATCHID, UPDATEDWHO, REFERENCEID, METHODID, TAXONID, ORIGREFERENCEID, HABITATTYPEID, GEOREFID, VALID, VALIDSINCE, VALIDUNTIL, LEDAID, DISPERSALID, DISPERSALPOTENTIAL, ORIGINALDISPERSALVECTORVALUE, DISPERSALVECTORID, dispersalvectorid - mod(dispersalvectorid,100) as gendispvectorid, DISPERSALTYPEID, dispersaltypeid - mod(dispersaltypeid,10) as gendisptypeid,
DISPERSALUNITID, dispersalunitid - mod(dispersalunitid,10) as gendispersalunitid from timestep_lv natural right join (SELECT SBSNUMBER, DISPERSALMEASUREMENTID, TIMESTEPINMINUTES as timestepminutes, N, REPLICATES, MEAN, MEDIAN, MINIMUM, MAXIMUM, STDDEVIATION, STDERROR, P_COMMENT, CREATED_WHEN, UPDATED_WHEN, BATCHID, UPDATEDWHO, REFERENCEID, METHODID, TAXONID, ORIGREFERENCEID, HABITATTYPEID, GEOREFID, VALID, VALIDSINCE, VALIDUNTIL, LEDAID, DISPERSALID, DISPERSALPOTENTIAL, ORIGINALDISPERSALVECTORVALUE, DISPERSALVECTORID, ORIGINALDISPERSALTYPEVALUE, DISPERSALTYPEID, DISPERSALUNITID FROM buoyancy_dispersal natural join taxontosbsassignment)
 WHERE valid IN (-2, 1, 2, -8, 2, -8))) byc ON sbs_dis.sbs_sbsnumber = byc.byc_sbsnumber)) GROUP BY sbs_sbsnumber, sbs_sbsname, dtlv_name, dvlv_name, dvglv_genname, dglv_genname) ORDER BY sbs_sbsname
on Fri Feb 05 10:05:29 CET 2010 .

SBS name;SBS number;dispersal type;dispersal vector;gen. dispersal vector;gen. dispersal type;BYC avg. float. cap. (sv) [%]
Lagarosiphon major;36304;;;;;
Lagenaria siceraria;18459;endozoochor;bird;bird;zoochor;
Lagenaria siceraria;18459;nautochor;;;nautochor;
Lagoecia cuminoides;1203;;;;;
Lagurus ovatus;43717;epizoochor;domestic animal;domestic animal;zoochor;
Lagurus ovatus;43717;epizoochor;;;zoochor;
Lallemantia iberica;24296;;;;;
Lamarckia aurea;42638;epizoochor;;;zoochor;
Lamiastrum galeobdolon;24665;dysochor;   ant;invertebrates;zoochor;
Lamiastrum galeobdolon;24665;ethelochor;   commerce;man;hemerochor;
Lamiastrum galeobdolon;24666;dysochor;   ant;invertebrates;zoochor;
Lamiastrum galeobdolon;24666;ethelochor;   commerce;man;hemerochor;
Lamiastrum galeobdolon s. argentatum;59328;;;;;
Lamiastrum galeobdolon s. flavidum;23930;;;;;
Lamiastrum galeobdolon subsp. montanum;24181;dysochor;   ant;invertebrates;zoochor;
Lamium album;24182;autochor;;;autochor;82.43
Lamium album;24182;dysochor;   ant;invertebrates;zoochor;82.43
Lamium album;24182;endozoochor;;;zoochor;82.43
Lamium album;24182;epizoochor;   cattle;domestic animal;zoochor;82.43
Lamium album;24182;epizoochor;   sheep;domestic animal;zoochor;82.43
Lamium album;24182;nautochor;   shaken fresh water;water;nautochor;82.43
Lamium amplexicaule;23573;agochor;;;hemerochor;
Lamium amplexicaule;23573;dysochor;   ant;invertebrates;zoochor;
Lamium endtmanii;62436;;;;;
Lamium flexuosum;23578;;;;;
Lamium hybridum;24187;agochor;;;hemerochor;
Lamium hybridum;24187;dysochor;   ant;invertebrates;zoochor;
Lamium maculatum;24189;autochor;;;autochor;64.14
Lamium maculatum;24189;dysochor;   ant;invertebrates;zoochor;64.14
Lamium maculatum;24189;endozoochor;;;zoochor;64.14
Lamium maculatum;24189;epizoochor;   cattle;domestic animal;zoochor;64.14
Lamium maculatum;24189;epizoochor;   sheep;domestic animal;zoochor;64.14
Lamium maculatum;24189;ethelochor;   commerce;man;hemerochor;64.14
Lamium maculatum;24189;nautochor;   shaken fresh water;water;nautochor;64.14
Lamium moluccellifolium;24190;;;;;
Lamium orvala;25102;;;;;
Lamium purpureum;25103;agochor;   car or other vehicle;man;hemerochor;
Lamium purpureum;25103;agochor;;;hemerochor;
Lamium purpureum;25103;dysochor;   ant;invertebrates;zoochor;
Lampranthus falciformis;44885;;;;;
Lappula deflexa;12048;epizoochor;;;zoochor;
Lappula marginata;12053;;;;;
Lappula squarrosa;12063;epizoochor;domestic animal;domestic animal;zoochor;
Lappula squarrosa;12063;epizoochor;;;zoochor;
Lappula squarrosa s. heteracantha;12067;;;;;
Lappula squarrosa s. squarrosa;12446;;;;;
Lapsana communis;6629;agochor;;;hemerochor;50
Lapsana communis;6629;boleochor;;;autochor;50
Lapsana communis;6629;dysochor;   ant;invertebrates;zoochor;50
Lapsana communis;6629;epizoochor;   pig;domestic animal;zoochor;50
Lapsana communis;6629;epizoochor;   sheep;domestic animal;zoochor;50
Lapsana communis;6629;epizoochor;;;zoochor;50
Lapsana communis;6629;nautochor;water;water;nautochor;50
Lapsana communis;6629;speirochor;   seed contamination;man;hemerochor;50
Lapsana communis;6629;speirochor;;;hemerochor;50
Larix decidua;653;;;;;
Larix gmelinii;661;;;;;
Larix kaempferi;665;;;;;
Larix laricina;666;;;;;
Larix sibirica;668;meteorochor;;;meteorochor;
Laser trilobum;1700;;;;;
Laserpitium archangelica;1205;;;;;
Laserpitium gallicum;1701;;;;;
Laserpitium halleri;1702;meteorochor;;;meteorochor;
Laserpitium krapfii;1210;;;;;
Laserpitium latifolium;1705;epizoochor;   cattle;domestic animal;zoochor;77.44
Laserpitium latifolium;1705;epizoochor;   sheep;domestic animal;zoochor;77.44
Laserpitium latifolium;1705;epizoochor;;;zoochor;77.44
Laserpitium latifolium;1705;meteorochor;;;meteorochor;77.44
Laserpitium latifolium;1705;nautochor;   shaken fresh water;water;nautochor;77.44
Laserpitium latifolium;1705;nautochor;water;water;nautochor;77.44
Laserpitium latifolium;1705;other;;;other;77.44
Laserpitium nestleri;1213;;;;;
Laserpitium peucedanoides;1707;;;;;
Laserpitium prutenicum;1215;epizoochor;;;zoochor;92.93
Laserpitium prutenicum;1215;meteorochor;;;meteorochor;92.93
Laserpitium prutenicum;1215;nautochor;   shaken fresh water;water;nautochor;92.93
Laserpitium siler;1216;ballochor;;;autochor;
Laserpitium siler;1216;boleochor;;;autochor;
Laserpitium siler;1216;meteorochor;;;meteorochor;
Lathraea clandestina;33602;ballochor;;;autochor;
Lathraea clandestina;33602;ethelochor;   commerce;man;hemerochor;
Lathraea squamaria;34252;ballochor;;;autochor;50
Lathraea squamaria;34252;boleochor;;;autochor;50
Lathraea squamaria;34252;dysochor;   ant;invertebrates;zoochor;50
Lathraea squamaria;34252;epizoochor;;;zoochor;50
Lathraea squamaria;34252;nautochor;water;water;nautochor;50
Lathraea squamaria;34252;nautochor;;;nautochor;50
Lathraea squamaria;34252;speirochor;   seed contamination;man;hemerochor;50
Lathyrus angulatus;21293;;;;;
Lathyrus annuus;22303;;;;;
Lathyrus aphaca;21294;autochor;;;autochor;
Lathyrus aphaca;21294;ballochor;;;autochor;
Lathyrus aphaca;21294;speirochor;   seed contamination;man;hemerochor;
Lathyrus aphaca;21294;speirochor;;;hemerochor;
Lathyrus articulatus;22304;;;;;
Lathyrus bauhinii;21919;;;;;
Lathyrus cicera;20603;;;;;
Lathyrus cirrhosus Ser.;22251;;;;;
Lathyrus clymenum;20604;;;;;
Lathyrus filiformis;20996;;;;;
Lathyrus gmelinii;20997;;;;;
Lathyrus grandiflorus;22255;;;;;
Lathyrus heterophyllus;19830;autochor;;;autochor;
Lathyrus heterophyllus;19830;ballochor;;;autochor;
Lathyrus hirsutus;21923;autochor;;;autochor;
Lathyrus hirsutus;21923;ballochor;;;autochor;
Lathyrus humilis;19831;;;;;
Lathyrus inconspicuus;20999;;;;;
Lathyrus incurvus;19832;;;;;
Lathyrus japonicus;21925;ballochor;;;autochor;50
Lathyrus japonicus;21925;ethelochor;   commerce;man;hemerochor;50
Lathyrus japonicus;21925;nautochor;water;water;nautochor;50
Lathyrus japonicus;21925;nautochor;;;nautochor;50
Lathyrus japonicus subsp. maritimus;21926;;;;;
Lathyrus laevigatus;20500;ballochor;;;autochor;
Lathyrus latifolius;21002;autochor;;;autochor;
Lathyrus latifolius;21002;ballochor;;;autochor;
Lathyrus latifolius;21002;ethelochor;   commerce;man;hemerochor;
Lathyrus laxiflorus;22258;;;;;
Lathyrus montanus;20503;ballochor;;;autochor;50
Lathyrus montanus;20503;ethelochor;   commerce;man;hemerochor;50
Lathyrus montanus;20503;nautochor;water;water;nautochor;50
Lathyrus niger;21815;autochor;;;autochor;50
Lathyrus niger;21815;ballochor;;;autochor;50
Lathyrus niger;21815;nautochor;water;water;nautochor;50
Lathyrus nissolia;21360;autochor;;;autochor;
Lathyrus nissolia;21360;ballochor;;;autochor;
Lathyrus ochrus;22262;;;;;
Lathyrus odoratus;20506;autochor;;;autochor;
Lathyrus odoratus;20506;ethelochor;   commerce;man;hemerochor;
Lathyrus pallescens;21361;;;;;
Lathyrus palustris;21816;autochor;;;autochor;
Lathyrus palustris;21816;ballochor;;;autochor;
Lathyrus pannonicus;21817;;;;;
Lathyrus pisiformis;22269;;;;;
Lathyrus pratensis;21355;autochor;;;autochor;15.44
Lathyrus pratensis;21355;ballochor;;;autochor;15.44
Lathyrus pratensis;21355;dysochor;bird;bird;zoochor;15.44
Lathyrus pratensis;21355;endozoochor;   cattle;domestic animal;zoochor;15.44
Lathyrus pratensis;21355;endozoochor;   sheep;domestic animal;zoochor;15.44
Lathyrus pratensis;21355;endozoochor;;;zoochor;15.44
Lathyrus pratensis;21355;epizoochor;   cattle;domestic animal;zoochor;15.44
Lathyrus pratensis;21355;epizoochor;   sheep;domestic animal;zoochor;15.44
Lathyrus pratensis;21355;ethelochor;;;hemerochor;15.44
Lathyrus pratensis;21355;nautochor;   shaken fresh water;water;nautochor;15.44
Lathyrus pratensis;21355;nautochor;water;water;nautochor;15.44
Lathyrus rotundifolius;21822;;;;;
Lathyrus sativus;20895;;;;;
Lathyrus saxatilis;21823;;;;;
Lathyrus setifolius;21824;;;;;
Lathyrus sphaericus;19842;;;;;
Lathyrus sylvestris;20898;agochor;   car or other vehicle;man;hemerochor;30.69
Lathyrus sylvestris;20898;autochor;;;autochor;30.69
Lathyrus sylvestris;20898;ballochor;;;autochor;30.69
Lathyrus sylvestris;20898;endozoochor;;;zoochor;30.69
Lathyrus sylvestris;20898;epizoochor;   cattle;domestic animal;zoochor;30.69
Lathyrus sylvestris;20898;epizoochor;   sheep;domestic animal;zoochor;30.69
Lathyrus sylvestris;20898;ethelochor;   commerce;man;hemerochor;30.69
Lathyrus sylvestris;20898;ethelochor;;;hemerochor;30.69
Lathyrus sylvestris;20898;nautochor;   shaken fresh water;water;nautochor;30.69
Lathyrus sylvestris;20898;nautochor;water;water;nautochor;30.69
Lathyrus sylvestris;20898;speirochor;   seed contamination;man;hemerochor;30.69
Lathyrus tingitanus;19844;;;;;
Lathyrus transsilvanicus;20899;;;;;
Lathyrus tuberosus;19845;agochor;;;hemerochor;31.21
Lathyrus tuberosus;19845;autochor;;;autochor;31.21
Lathyrus tuberosus;19845;ballochor;;;autochor;31.21
Lathyrus tuberosus;19845;nautochor;   shaken fresh water;water;nautochor;31.21
Lathyrus tuberosus;19845;speirochor;   seed contamination;man;hemerochor;31.21
Lathyrus venetus;19846;ballochor;;;autochor;
Lathyrus vernus;19847;autochor;;;autochor;50
Lathyrus vernus;19847;ballochor;;;autochor;50
Lathyrus vernus;19847;ethelochor;;;hemerochor;50
Lathyrus vernus;19847;nautochor;water;water;nautochor;50
Laurentia gasparrinii;14886;;;;;
Laurus nobilis;25247;endozoochor;bird;bird;zoochor;
Lavandula angustifolia;24725;;;;;
Lavandula latifolia;23828;;;;;
Lavatera arborea;25729;;;;;
Lavatera cretica;25733;;;;;
Lavatera maritima;25734;;;;;
Lavatera olbia;25741;;;;;
Lavatera punctata;25743;;;;;
Lavatera thuringiaca;25745;ethelochor;   commerce;man;hemerochor;
Lavatera trimestris;25698;ethelochor;   commerce;man;hemerochor;
Ledum palustre;19499;nautochor;   shaken fresh water;water;nautochor;100
Leersia oryzoides;43387;epizoochor;   cattle;domestic animal;zoochor;50
Leersia oryzoides;43387;epizoochor;   sheep;domestic animal;zoochor;50
Leersia oryzoides;43387;epizoochor;bird;bird;zoochor;50
Leersia oryzoides;43387;epizoochor;domestic animal;domestic animal;zoochor;50
Leersia oryzoides;43387;epizoochor;;;zoochor;50
Leersia oryzoides;43387;nautochor;water;water;nautochor;50
Leersia oryzoides;43387;nautochor;;;nautochor;50
Leersia oryzoides;43387;other;;;other;50
Legousia falcata;14894;;;;;
Legousia hybrida;14896;boleochor;;;autochor;
Legousia pentagonia;14834;;;;;
Legousia speculum-veneris;14838;agochor;;;hemerochor;
Legousia speculum-veneris;14838;boleochor;;;autochor;
Legousia speculum-veneris;14838;ethelochor;   commerce;man;hemerochor;
Legousia speculum-veneris;14838;speirochor;   seed contamination;man;hemerochor;
Lembotropis nigricans;21830;;;;;
Lemna gibba;36873;epizoochor;bird;bird;zoochor;
Lemna gibba;36873;nautochor;;;nautochor;
Lemna minor;36875;epizoochor;bird;bird;zoochor;50
Lemna minor;36875;nautochor;water;water;nautochor;50
Lemna minor;36875;nautochor;;;nautochor;50
Lemna minor;36875;zoochor;bird;bird;zoochor;50
Lemna minuta;59894;epizoochor;bird;bird;zoochor;
Lemna perpusilla;36876;;;;;
Lemna trisulca;36878;epizoochor;bird;bird;zoochor;
Lemna trisulca;36878;nautochor;;;nautochor;
Lemna turionifera;61191;;;;;
Lens culinaris;21834;ballochor;;;autochor;
Lens culinaris;21834;endozoochor;   horse;domestic animal;zoochor;
Lens ervoides;20515;;;;;
Lens nigricans;22274;;;;;
Leontodon autumnalis;7298;agochor;   car or other vehicle;man;hemerochor;80.45
Leontodon autumnalis;7298;agochor;   hay making machinery;man;hemerochor;80.45
Leontodon autumnalis;7298;dysochor;   ant;invertebrates;zoochor;80.45
Leontodon autumnalis;7298;endozoochor;domestic animal;domestic animal;zoochor;80.45
Leontodon autumnalis;7298;epizoochor;   sheep;domestic animal;zoochor;80.45
Leontodon autumnalis;7298;epizoochor;;;zoochor;80.45
Leontodon autumnalis;7298;meteorochor;;;meteorochor;80.45
Leontodon autumnalis;7298;nautochor;   shaken fresh water;water;nautochor;80.45
Leontodon autumnalis;7298;nautochor;water;water;nautochor;80.45
Leontodon autumnalis;7298;nautochor;;;nautochor;80.45
Leontodon berinii;7513;;;;;
Leontodon crispus;6518;;;;;
Leontodon croceus;6634;;;;;
Leontodon hirtus;7516;;;;;
Leontodon hispidus;6638;dysochor;   ant;invertebrates;zoochor;83.31
Leontodon hispidus;6638;endozoochor;;;zoochor;83.31
Leontodon hispidus;6638;epizoochor;   cattle;domestic animal;zoochor;83.31
Leontodon hispidus;6638;epizoochor;   sheep;domestic animal;zoochor;83.31
Leontodon hispidus;6638;epizoochor;;;zoochor;83.31
Leontodon hispidus;6638;ethelochor;   commerce;man;hemerochor;83.31
Leontodon hispidus;6638;meteorochor;;;meteorochor;83.31
Leontodon hispidus;6638;nautochor;   shaken fresh water;water;nautochor;83.31
Leontodon hispidus;6638;nautochor;;;nautochor;83.31
Leontodon hispidus subsp. danubialis;7649;;;;;
Leontodon incanus;6757;dysochor;bird;bird;zoochor;
Leontodon incanus;6757;epizoochor;   cattle;domestic animal;zoochor;
Leontodon incanus;6757;epizoochor;   sheep;domestic animal;zoochor;
Leontodon incanus;6757;meteorochor;;;meteorochor;
Leontodon incanus subsp. tenuiflorus;7300;;;;;
Leontodon montanus;7107;;;;;
Leontodon montanus s. montaniformis;7177;;;;;
Leontodon montanus s. montanus;8426;meteorochor;;;meteorochor;
Leontodon montanus s. montanus;8426;other;;;other;
Leontodon montanus s. pseudotaraxaci;6741;;;;;
Leontodon pyrenaicus;6519;meteorochor;;;meteorochor;
Leontodon taraxacoides;6861;dysochor;   ant;invertebrates;zoochor;50
Leontodon taraxacoides;6861;endozoochor;domestic animal;domestic animal;zoochor;50
Leontodon taraxacoides;6861;epizoochor;;;zoochor;50
Leontodon taraxacoides;6861;meteorochor;;;meteorochor;50
Leontodon taraxacoides;6861;nautochor;water;water;nautochor;50
Leontodon taraxacoides subsp. taraxacoides;7423;;;;;
Leontodon tuberosus;7518;;;;;
Leontopodium alpinum;6862;bythisochor;;;other;
Leontopodium alpinum;6862;ethelochor;;;hemerochor;
Leontopodium alpinum;6862;meteorochor;;;meteorochor;
Leonurus cardiaca;23833;endozoochor;;;zoochor;88.79
Leonurus cardiaca;23833;epizoochor;   cattle;domestic animal;zoochor;88.79
Leonurus cardiaca;23833;epizoochor;   sheep;domestic animal;zoochor;88.79
Leonurus cardiaca;23833;epizoochor;domestic animal;domestic animal;zoochor;88.79
Leonurus cardiaca;23833;epizoochor;;;zoochor;88.79
Leonurus cardiaca;23833;ethelochor;   commerce;man;hemerochor;88.79
Leonurus cardiaca;23833;nautochor;   shaken fresh water;water;nautochor;88.79
Leonurus cardiaca;23833;nautochor;;;nautochor;88.79
Leonurus cardiaca;23833;speirochor;   seed contamination;man;hemerochor;88.79
Leonurus cardiaca subsp. villosus;25106;;;;;
Leonurus marrubiastrum;24198;;;;;
Lepidium africanum;46015;;;;;
Lepidium africanum subsp. divaricatum;46017;;;;;
Lepidium bonariense;14061;;;;;
Lepidium campestre;13495;agochor;   car or other vehicle;man;hemerochor;13.44
Lepidium campestre;13495;ballochor;;;autochor;13.44
Lepidium campestre;13495;chamaechor;;;other;13.44
Lepidium campestre;13495;endozoochor;;;zoochor;13.44
Lepidium campestre;13495;epizoochor;   cattle;domestic animal;zoochor;13.44
Lepidium campestre;13495;epizoochor;   sheep;domestic animal;zoochor;13.44
Lepidium campestre;13495;epizoochor;;;zoochor;13.44
Lepidium campestre;13495;hemerochor;;;hemerochor;13.44
Lepidium campestre;13495;nautochor;   shaken fresh water;water;nautochor;13.44
Lepidium campestre;13495;nautochor;water;water;nautochor;13.44
Lepidium campestre;13495;ombrochor;;;other;13.44
Lepidium campestre;13495;speirochor;;;hemerochor;13.44
Lepidium cartilagineum;14062;;;;;
Lepidium cordatum;62440;;;;;
Lepidium densiflorum;14562;agochor;   car or other vehicle;man;hemerochor;
Lepidium densiflorum;14562;chamaechor;;;other;
Lepidium densiflorum;14562;epizoochor;;;zoochor;
Lepidium densiflorum;14562;hemerochor;;;hemerochor;
Lepidium densiflorum;14562;ombrochor;;;other;
Lepidium graminifolium;13498;agochor;   car or other vehicle;man;hemerochor;
Lepidium graminifolium;13498;epizoochor;;;zoochor;
Lepidium graminifolium;13498;hemerochor;;;hemerochor;
Lepidium graminifolium;13498;ombrochor;;;other;
Lepidium heterophyllum;13940;agochor;   car or other vehicle;man;hemerochor;
Lepidium heterophyllum;13940;ombrochor;;;other;
Lepidium hirtum;13944;;;;;
Lepidium latifolium;13501;agochor;   car or other vehicle;man;hemerochor;24.86
Lepidium latifolium;13501;epizoochor;;;zoochor;24.86
Lepidium latifolium;13501;hemerochor;;;hemerochor;24.86
Lepidium latifolium;13501;nautochor;   shaken fresh water;water;nautochor;24.86
Lepidium latifolium;13501;ombrochor;;;other;24.86
Lepidium perfoliatum;13504;agochor;   car or other vehicle;man;hemerochor;
Lepidium perfoliatum;13504;chamaechor;;;other;
Lepidium perfoliatum;13504;epizoochor;;;zoochor;
Lepidium perfoliatum;13504;hemerochor;;;hemerochor;
Lepidium perfoliatum;13504;ombrochor;;;other;
Lepidium pinnatifidum;14570;;;;;
Lepidium ruderale;13947;agochor;   car or other vehicle;man;hemerochor;
Lepidium ruderale;13947;bythisochor;;;other;
Lepidium ruderale;13947;chamaechor;;;other;
Lepidium ruderale;13947;epizoochor;;;zoochor;
Lepidium ruderale;13947;hemerochor;;;hemerochor;
Lepidium ruderale;13947;ombrochor;;;other;
Lepidium sativum;13505;agochor;   car or other vehicle;man;hemerochor;
Lepidium sativum;13505;chamaechor;;;other;
Lepidium sativum;13505;epizoochor;;;zoochor;
Lepidium sativum;13505;ethelochor;;;hemerochor;
Lepidium sativum;13505;hemerochor;;;hemerochor;
Lepidium sativum;13505;ombrochor;;;other;
Lepidium texanum;61194;;;;;
Lepidium villarsii;13951;;;;;
Lepidium virginicum;13952;agochor;   car or other vehicle;man;hemerochor;
Lepidium virginicum;13952;chamaechor;;;other;
Lepidium virginicum;13952;epizoochor;;;zoochor;
Lepidium virginicum;13952;hemerochor;;;hemerochor;
Lepidium virginicum;13952;ombrochor;;;other;
Lepidium virginicum;13952;speirochor;   seed contamination;man;hemerochor;
Lepidium virginicum;13952;speirochor;;;hemerochor;
Leucanthemella serotina;8050;;;;;
Leucanthemopsis alpina;7191;boleochor;;;autochor;
Leucanthemopsis alpina;7191;other;;;other;
Leucanthemum adustum;9475;;;;;
Leucanthemum atratum;9476;;;;;
Leucanthemum atratum s. halleri;9557;;;;;
Leucanthemum atratum s. lithopolitanicum;11235;;;;;
Leucanthemum atratum subsp. platylepis;11057;;;;;
Leucanthemum burnatii;11058;;;;;
Leucanthemum cuneifolium;10298;;;;;
Leucanthemum delarbrei;11564;;;;;
Leucanthemum discoideum;10695;;;;;
Leucanthemum graminifolium;9574;;;;;
Leucanthemum heterophyllum;10822;;;;;
Leucanthemum ircutianum;61197;boleochor;;;autochor;
Leucanthemum ircutianum;61197;endozoochor;   cattle;domestic animal;zoochor;
Leucanthemum ircutianum;61197;endozoochor;   deer;big game;zoochor;
Leucanthemum ircutianum;61197;endozoochor;   horse;domestic animal;zoochor;
Leucanthemum ircutianum;61197;epizoochor;   sheep;domestic animal;zoochor;
Leucanthemum ircutianum;61197;meteorochor;;;meteorochor;
Leucanthemum lacustre;9559;;;;;
Leucanthemum maximum;11399;ethelochor;   commerce;man;hemerochor;
Leucanthemum meridionale;10400;;;;;
Leucanthemum monspeliense;11565;;;;;
Leucanthemum pallens;9736;;;;;
Leucanthemum paludosum;9431;boleochor;;;autochor;
Leucanthemum praecox;11239;;;;;
Leucanthemum subglaucum;10952;;;;;
Leucanthemum vulgare;9651;agochor;   car or other vehicle;man;hemerochor;50
Leucanthemum vulgare;9651;ballochor;;;autochor;50
Leucanthemum vulgare;9651;boleochor;;;autochor;50
Leucanthemum vulgare;9651;dysochor;   ant;invertebrates;zoochor;50
Leucanthemum vulgare;9651;endozoochor;   cattle;domestic animal;zoochor;50
Leucanthemum vulgare;9651;endozoochor;   horse;domestic animal;zoochor;50
Leucanthemum vulgare;9651;endozoochor;domestic animal;domestic animal;zoochor;50
Leucanthemum vulgare;9651;epizoochor;   pig;domestic animal;zoochor;50
Leucanthemum vulgare;9651;epizoochor;   sheep;domestic animal;zoochor;50
Leucanthemum vulgare;9651;epizoochor;;;zoochor;50
Leucanthemum vulgare;9651;ethelochor;   commerce;man;hemerochor;50
Leucanthemum vulgare;9651;ethelochor;;;hemerochor;50
Leucanthemum vulgare;9651;nautochor;water;water;nautochor;50
Leucanthemum vulgare;9651;speirochor;;;hemerochor;50
Leucanthemum waldsteinii;11505;;;;;
Leucojum aestivum;35586;endozoochor;;;zoochor;
Leucojum aestivum;35586;nautochor;;;nautochor;
Leucojum longifolium;35460;;;;;
Leucojum nicaeense;35671;;;;;
Leucojum roseum;35734;;;;;
Leucojum vernum;35768;blastochor;;;autochor;
