The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", m_methodname "general method", dia_name "diaspore type", tv_singlevalue "single value [m/s]", tv_n "sample size", tvlv_name "TV specific method", sclv_name "measured with structures", tv_valid "valid", ref_refname "reference", tv_mean "mean TV [m/s]", tv_maximum "maximum TV [m/s]", tv_minimum "minimum TV [m/s]", tv_median "median TV [m/s]", tv_replicates "number of replicates", tv_comment "general comment", or_origrefname "original reference" FROM (SELECT case when tv_median is not null then tv_median when tv_mean is not null then tv_mean when tv_minimum is not null and tv_maximum is not null then (tv_minimum + tv_maximum) / 2 when tv_minimum is not null then tv_minimum when tv_maximum is not null then tv_maximum else null end AS tv_singlevalue, sbs_sbsnumber, sbs_sbsname, m_methodname, dia_name, tv_median, tv_mean, tv_minimum, tv_maximum, tv_n, tvlv_name, sclv_name, tv_valid, ref_refname, tv_replicates, tv_comment, or_origrefname, tv_sbsnumber FROM (SELECT sbs.sbs_sbsnumber, sbs.sbs_sbsname, m_tv.m_methodname, m_tv.dia_name, m_tv.tv_median, m_tv.tv_mean, m_tv.tv_minimum, m_tv.tv_maximum, m_tv.tv_n, m_tv.tvlv_name, m_tv.sclv_name, m_tv.tv_valid, m_tv.ref_refname, m_tv.tv_replicates, m_tv.tv_comment, m_tv.or_origrefname, m_tv.tv_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT tv_dialv.tv_sbsnumber, m.m_methodname, tv_dialv.dia_name, tv_dialv.tv_median, tv_dialv.tv_mean, tv_dialv.tv_minimum, tv_dialv.tv_maximum, tv_dialv.tv_n, tv_dialv.tvlv_name, tv_dialv.sclv_name, tv_dialv.tv_valid, tv_dialv.ref_refname, tv_dialv.tv_replicates, tv_dialv.tv_comment, tv_dialv.or_origrefname FROM (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m JOIN (SELECT tv_tvlv.tv_sbsnumber, tv_tvlv.tv_methodid, dialv.dia_name, tv_tvlv.tv_median, tv_tvlv.tv_mean, tv_tvlv.tv_minimum, tv_tvlv.tv_maximum, tv_tvlv.tv_n, tv_tvlv.tvlv_name, tv_tvlv.sclv_name, tv_tvlv.tv_valid, tv_tvlv.ref_refname, tv_tvlv.tv_replicates, tv_tvlv.tv_comment, tv_tvlv.or_origrefname FROM (SELECT tv_sclv.tv_sbsnumber, tv_sclv.tv_methodid, tv_sclv.tv_diasporeid, tv_sclv.tv_median, tv_sclv.tv_mean, tv_sclv.tv_minimum, tv_sclv.tv_maximum, tv_sclv.tv_n, tvlv.tvlv_name, tv_sclv.sclv_name, tv_sclv.tv_valid, tv_sclv.ref_refname, tv_sclv.tv_replicates, tv_sclv.tv_comment, tv_sclv.or_origrefname FROM (SELECT r_tv.tv_sbsnumber, r_tv.tv_methodid, r_tv.tv_diasporeid, r_tv.tv_median, r_tv.tv_mean, r_tv.tv_minimum, r_tv.tv_maximum, r_tv.tv_n, r_tv.tv_specificmethodid, sclv.sclv_name, r_tv.tv_valid, r_tv.ref_refname, r_tv.tv_replicates, r_tv.tv_comment, r_tv.or_origrefname FROM (SELECT tv_orf.tv_sbsnumber, tv_orf.tv_methodid, tv_orf.tv_diasporeid, tv_orf.tv_median, tv_orf.tv_mean, tv_orf.tv_minimum, tv_orf.tv_maximum, tv_orf.tv_n, tv_orf.tv_specificmethodid, tv_orf.tv_structureid, tv_orf.tv_valid, r.ref_refname, tv_orf.tv_replicates, tv_orf.tv_comment, tv_orf.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT tv.tv_sbsnumber, tv.tv_methodid, tv.tv_diasporeid, tv.tv_median, tv.tv_mean, tv.tv_minimum, tv.tv_maximum, tv.tv_n, tv.tv_specificmethodid, tv.tv_structureid, tv.tv_valid, tv.tv_referenceid, tv.tv_replicates, tv.tv_comment, orf.or_origrefname FROM (SELECT sbsnumber AS tv_sbsnumber, methodid AS tv_methodid, diasporemorphologyid AS tv_diasporeid, median AS tv_median, mean AS tv_mean, minimum AS tv_minimum, maximum AS tv_maximum, n AS tv_n, velocitymethodid AS tv_specificmethodid, structureid AS tv_structureid, valid AS tv_valid, referenceid AS tv_referenceid, replicates AS tv_replicates, p_comment AS tv_comment, origreferenceid AS tv_origreferenceid FROM (SELECT sbsnumber, taxonid, mean, median, minimum, maximum, stderror, stddeviation, n, replicates, created_when, updated_when, collectiondate, p_comment, methodid, referenceid, origreferenceid, habitattypeid, georefid, valid, validsince, validuntil, ledaid, batchid, velocitymethodid, structureid, diasporemorphologyid, terminalvelocityid FROM terminalvelocity natural join taxontosbsassignment WHERE valid IN (-2, 1, -1, 0, 2, -8, -4, -3, 2, -8))) tv FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON tv.tv_origreferenceid = orf.or_origrefid) tv_orf ON r.ref_referenceid = tv_orf.tv_referenceid) r_tv LEFT JOIN (SELECT structureid AS sclv_id, structurename AS sclv_name FROM (SELECT structureid, structurename from structure_lv)) sclv ON r_tv.tv_structureid = sclv.sclv_id) tv_sclv LEFT JOIN (SELECT velocitymethodid AS tvlv_id, velocitymethodname AS tvlv_name FROM (SELECT velocitymethodid, velocitymethodname from velocitymethod_lv)) tvlv ON tv_sclv.tv_specificmethodid = tvlv.tvlv_id) tv_tvlv LEFT JOIN (SELECT diasporemorphologyid AS dia_id, diasporemorphologyname AS dia_name FROM (select diasporemorphologyid, diasporemorphologycode, diasporemorphologyname from diasporemorphology_lv)) dialv ON tv_tvlv.tv_diasporeid = dialv.dia_id) tv_dialv ON m.m_methodid = tv_dialv.tv_methodid) m_tv ON sbs.sbs_sbsnumber = m_tv.tv_sbsnumber)) ORDER BY sbs_sbsname
on Fri Mar 14 16:39:55 CET 2008 .

SBS name;SBS number;general method;diaspore type;single value [m/s];sample size;TV specific method;measured with structures;valid;reference;mean TV [m/s];maximum TV [m/s];minimum TV [m/s];median TV [m/s];number of replicates;general comment;original reference
Hypochoeris radicata;6499;actual measurement (following LEDA data standards);one-seeded generative dispersule;.39;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.39;;;;;seeds collected by Ute Schadek (Oldenburg);
Hypochoeris radicata;6499;actual measurement (following LEDA data standards);one-seeded generative dispersule;.44;10;actual fall rate in still air;yes ;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.44;.5;.39;.44;;Preaggregated data obtained from single record.seeds collected by Ute Schadek (Oldenburg);
Hypochoeris radicata;6499;actual measurement (following LEDA data standards);one-seeded generative dispersule;.45;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.45;;;;;seeds collected by Ute Schadek (Oldenburg);
Hypochoeris radicata;6499;actual measurement (following LEDA data standards);one-seeded generative dispersule;.39;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.39;;;;;seeds collected by Ute Schadek (Oldenburg);
Hypochoeris radicata;6499;actual measurement (following LEDA data standards);one-seeded generative dispersule;.66;10;actual fall rate in still air;yes ;-2;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.64;.88;.42;.66;;Preaggregated data obtained from single record.;
Hypochoeris radicata;6499;unknown;generative dispersule;.32;1;unknown;yes ;1;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);.32;;;;1;Ridley (1930);
Hypochoeris radicata;6499;unknown;generative dispersule;.32;1;unknown;yes ;1;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);.32;;;;1;M?r-Schneider (1977);
Hypochoeris radicata;6499;unknown;generative dispersule;.41;1;unknown;yes ;1;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);.41;;;;1;Sheldon & Burrows (1973);
Hypochoeris radicata;6499;unknown;generative dispersule;2.23;1;unknown;yes ;1;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);2.23;;;;1;Tackenberg (2001);
Hypochoeris radicata;6499;unknown;generative dispersule;.54;1;unknown;yes ;1;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);.54;;;;1;Jongejans & Schippers (1999);
Hypochoeris radicata;6499;unknown;generative dispersule;.42;1;unknown;yes ;1;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);.42;;;;1;Andersen (1993);
Hypochoeris radicata;6499;unknown;generative dispersule;.69;1;unknown;yes ;1;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);.69;;;;1;Askew & al. (1997);
Hypochoeris radicata;6499;actual measurement (following LEDA data standards);one-seeded generative dispersule;.71;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.71;;;;;;
Hypochoeris radicata;6499;actual measurement (following LEDA data standards);one-seeded generative dispersule;.68;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.68;;;;;;
Hypochoeris radicata;6499;actual measurement (following LEDA data standards);one-seeded generative dispersule;.88;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.88;;;;;;
Hypochoeris radicata;6499;actual measurement (following LEDA data standards);one-seeded generative dispersule;.7;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.7;;;;;;
Hypochoeris radicata;6499;actual measurement (following LEDA data standards);one-seeded generative dispersule;.42;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.42;;;;;;
Hypochoeris radicata;6499;actual measurement (following LEDA data standards);one-seeded generative dispersule;.5;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.5;;;;;;
Hypochoeris radicata;6499;actual measurement (following LEDA data standards);one-seeded generative dispersule;.64;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.64;;;;;;
Hypochoeris radicata;6499;actual measurement (following LEDA data standards);one-seeded generative dispersule;.76;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.76;;;;;;
Hypochoeris radicata;6499;actual measurement (following LEDA data standards);one-seeded generative dispersule;.53;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.53;;;;;;
Hypochoeris radicata;6499;actual measurement (following LEDA data standards);one-seeded generative dispersule;.62;1;actual fall rate in still air;yes ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;.62;;;;;;
Illecebrum verticillatum;17139;actual measurement (following LEDA data standards);generative dispersule;1.1;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.1;;;;;capsules;
Illecebrum verticillatum;17139;actual measurement (following LEDA data standards);generative dispersule;1.15;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.15;;;;;capsules;
Illecebrum verticillatum;17139;actual measurement (following LEDA data standards);generative dispersule;1.15;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.15;;;;;capsules;
Illecebrum verticillatum;17139;actual measurement (following LEDA data standards);generative dispersule;1.17;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.17;;;;;capsules;
Illecebrum verticillatum;17139;actual measurement (following LEDA data standards);generative dispersule;1.19;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.19;;;;;capsules;
Illecebrum verticillatum;17139;actual measurement (following LEDA data standards);generative dispersule;.92;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;.92;;;;;capsules;
Illecebrum verticillatum;17139;actual measurement (following LEDA data standards);generative dispersule;1.12;10;actual fall rate in still air;yes ;-2;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.07;1.19;.88;1.12;;Preaggregated data obtained from single record.capsules;
Illecebrum verticillatum;17139;actual measurement (following LEDA data standards);generative dispersule;1.11;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.11;;;;;capsules;
Illecebrum verticillatum;17139;actual measurement (following LEDA data standards);generative dispersule;1.13;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;1.13;;;;;capsules;
Illecebrum verticillatum;17139;actual measurement (following LEDA data standards);generative dispersule;.9;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;.9;;;;;capsules;
Illecebrum verticillatum;17139;actual measurement (following LEDA data standards);generative dispersule;.88;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;.88;;;;;capsules;
Impatiens glandulifera;11749;actual measurement;one-seeded generative dispersule;4.72;10;actual fall rate in still air;no ;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;4.72;5;4.24;;;;
Impatiens noli-tangere;11751;actual measurement (following LEDA data standards);one-seeded generative dispersule;4.1;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;4.1;;;;;;
Impatiens noli-tangere;11751;actual measurement (following LEDA data standards);one-seeded generative dispersule;3.97;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;3.97;;;;;;
Impatiens noli-tangere;11751;actual measurement (following LEDA data standards);one-seeded generative dispersule;4.03;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;4.03;;;;;;
Impatiens noli-tangere;11751;actual measurement (following LEDA data standards);one-seeded generative dispersule;4.1;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;4.1;;;;;;
Impatiens noli-tangere;11751;actual measurement (following LEDA data standards);one-seeded generative dispersule;4.03;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;4.03;;;;;;
Impatiens noli-tangere;11751;actual measurement (following LEDA data standards);one-seeded generative dispersule;3.97;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;3.97;;;;;;
Impatiens noli-tangere;11751;actual measurement (following LEDA data standards);one-seeded generative dispersule;3.97;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;3.97;;;;;;
Impatiens noli-tangere;11751;actual measurement (following LEDA data standards);one-seeded generative dispersule;4.03;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;4.03;;;;;;
Impatiens noli-tangere;11751;actual measurement (following LEDA data standards);one-seeded generative dispersule;3.79;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;3.79;;;;;;
Impatiens noli-tangere;11751;actual measurement (following LEDA data standards);one-seeded generative dispersule;3.97;1;actual fall rate in still air;yes ;-4;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;3.97;;;;;;
Impatiens noli-tangere;11751;actual measurement (following LEDA data standards);one-seeded generative dispersule;4;10;actual fall rate in still air;yes ;-2;Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de;4;4.1;3.79;4;;Preaggregated data obtained from single record.;
Impatiens parviflora;11752;actual measurement (following LEDA data standards);germinule;4.07;10;actual fall rate in still air;no ;-2;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;4.06;4.24;3.85;4.07;;Preaggregated data obtained from single record.;
Impatiens parviflora;11752;actual measurement (following LEDA data standards);germinule;4.24;1;actual fall rate in still air;no ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;4.24;;;;;;
Impatiens parviflora;11752;actual measurement (following LEDA data standards);germinule;4.03;1;actual fall rate in still air;no ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;4.03;;;;;;
Impatiens parviflora;11752;actual measurement (following LEDA data standards);germinule;3.85;1;actual fall rate in still air;no ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;3.85;;;;;;
Impatiens parviflora;11752;actual measurement (following LEDA data standards);germinule;4.1;1;actual fall rate in still air;no ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;4.1;;;;;;
Impatiens parviflora;11752;actual measurement (following LEDA data standards);germinule;4.03;1;actual fall rate in still air;no ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;4.03;;;;;;
Impatiens parviflora;11752;actual measurement;one-seeded generative dispersule;4.39;10;actual fall rate in still air;no ;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;4.39;4.55;4.1;;;;
Impatiens parviflora;11752;actual measurement (following LEDA data standards);germinule;4.03;1;actual fall rate in still air;no ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;4.03;;;;;;
Impatiens parviflora;11752;actual measurement (following LEDA data standards);germinule;4.1;1;actual fall rate in still air;no ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;4.1;;;;;;
Impatiens parviflora;11752;actual measurement (following LEDA data standards);germinule;4.03;1;actual fall rate in still air;no ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;4.03;;;;;;
Impatiens parviflora;11752;actual measurement (following LEDA data standards);germinule;4.1;1;actual fall rate in still air;no ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;4.1;;;;;;
Impatiens parviflora;11752;actual measurement (following LEDA data standards);germinule;4.1;1;actual fall rate in still air;no ;-4;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;4.1;;;;;;
Inula britannica;8741;unknown;generative dispersule;.22;1;unknown;yes ;1;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);.22;;;;1;Tackenberg (2001);
Inula britannica;8741;actual measurement (following LEDA data standards);one-seeded generative dispersule;.22;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.22;;;;;;
Inula britannica;8741;actual measurement (following LEDA data standards);one-seeded generative dispersule;.25;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.25;;;;;;
Inula britannica;8741;actual measurement (following LEDA data standards);one-seeded generative dispersule;.29;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.29;;;;;;
Inula britannica;8741;actual measurement (following LEDA data standards);one-seeded generative dispersule;.26;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.26;;;;;;
Inula britannica;8741;actual measurement (following LEDA data standards);one-seeded generative dispersule;.16;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.16;;;;;;
Inula britannica;8741;actual measurement (following LEDA data standards);one-seeded generative dispersule;.22;10;actual fall rate in still air;yes ;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.22;.29;.16;.22;;Preaggregated data obtained from single record.;
Inula britannica;8741;actual measurement (following LEDA data standards);one-seeded generative dispersule;.19;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.19;;;;;;
Inula britannica;8741;actual measurement (following LEDA data standards);one-seeded generative dispersule;.24;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.24;;;;;;
Inula britannica;8741;actual measurement (following LEDA data standards);one-seeded generative dispersule;.2;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.2;;;;;;
Inula britannica;8741;actual measurement (following LEDA data standards);one-seeded generative dispersule;.19;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.19;;;;;;
Inula britannica;8741;actual measurement (following LEDA data standards);one-seeded generative dispersule;.22;1;actual fall rate in still air;yes ;-4;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.22;;;;;;
Inula crithmoides;9035;actual measurement;one-seeded generative dispersule;.62;10;actual fall rate in still air;yes ;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.62;.79;.49;;;;
Inula helenium;7875;actual measurement;one-seeded generative dispersule;.68;10;actual fall rate in still air;yes ;1;Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk;.68;.75;.63;;;cultivated;
Inula hirta;8244;unknown;generative dispersule;.65;1;unknown;yes ;1;Source data from University of Regensburg, Chair of Botany, DE (Tackenberg) (oliver.tackenberg@biologie.uni-regensburg.de);.65;;;;1;Luftensteiner (1982);
