The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", m_methodname "general method", ch_singlevalue "single value [m]", ch_n "sample size", ch_valid "valid", ref_refname "reference", ch_mean "mean CH [m]", ch_maximum "maximum CH [m]", ch_minimum "minimum CH [m]", ch_replicates "number of replicates", ch_stddev "standard deviation", ch_stderror "standard error", ch_collectiondate "collection date", or_origrefname "original reference", geo_countryname "country", sst_typename "external support structure" FROM (SELECT case when ch_median is not null then ch_median when ch_mean is not null then ch_mean when ch_minimum is not null and ch_maximum is not null then (ch_minimum + ch_maximum) / 2 when ch_minimum is not null then ch_minimum when ch_maximum is not null then ch_maximum else null end AS ch_singlevalue, sbs_sbsnumber, sbs_sbsname, m_methodname, ch_mean, ch_minimum, ch_maximum, ch_n, ch_valid, ref_refname, ch_replicates, ch_stddev, ch_stderror, ch_collectiondate, or_origrefname, geo_countryname, sst_typename, ch_sbsnumber FROM (SELECT sbs.sbs_sbsnumber, sbs.sbs_sbsname, m_ch.m_methodname, m_ch.ch_median, m_ch.ch_mean, m_ch.ch_minimum, m_ch.ch_maximum, m_ch.ch_n, m_ch.ch_valid, m_ch.ref_refname, m_ch.ch_replicates, m_ch.ch_stddev, m_ch.ch_stderror, m_ch.ch_collectiondate, m_ch.or_origrefname, m_ch.geo_countryname, m_ch.sst_typename, m_ch.ch_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT r_ch.ch_sbsnumber, m.m_methodname, r_ch.ch_median, r_ch.ch_mean, r_ch.ch_minimum, r_ch.ch_maximum, r_ch.ch_n, r_ch.ch_valid, r_ch.ref_refname, r_ch.ch_replicates, r_ch.ch_stddev, r_ch.ch_stderror, r_ch.ch_collectiondate, r_ch.or_origrefname, r_ch.geo_countryname, r_ch.sst_typename FROM (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m JOIN (SELECT ch_orf.ch_sbsnumber, ch_orf.ch_methodid, ch_orf.ch_median, ch_orf.ch_mean, ch_orf.ch_minimum, ch_orf.ch_maximum, ch_orf.ch_n, ch_orf.ch_valid, r.ref_refname, ch_orf.ch_replicates, ch_orf.ch_stddev, ch_orf.ch_stderror, ch_orf.ch_collectiondate, ch_orf.or_origrefname, ch_orf.geo_countryname, ch_orf.sst_typename FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT ch_geo.ch_sbsnumber, ch_geo.ch_methodid, ch_geo.ch_median, ch_geo.ch_mean, ch_geo.ch_minimum, ch_geo.ch_maximum, ch_geo.ch_n, ch_geo.ch_valid, ch_geo.ch_referenceid, ch_geo.ch_replicates, ch_geo.ch_stddev, ch_geo.ch_stderror, ch_geo.ch_collectiondate, orf.or_origrefname, ch_geo.geo_countryname, ch_geo.sst_typename FROM (SELECT ch_sslv.ch_sbsnumber, ch_sslv.ch_methodid, ch_sslv.ch_median, ch_sslv.ch_mean, ch_sslv.ch_minimum, ch_sslv.ch_maximum, ch_sslv.ch_n, ch_sslv.ch_valid, ch_sslv.ch_referenceid, ch_sslv.ch_replicates, ch_sslv.ch_stddev, ch_sslv.ch_stderror, ch_sslv.ch_collectiondate, ch_sslv.ch_origreferenceid, geo.geo_countryname, ch_sslv.sst_typename FROM (SELECT ch.ch_sbsnumber, ch.ch_methodid, ch.ch_median, ch.ch_mean, ch.ch_minimum, ch.ch_maximum, ch.ch_n, ch.ch_valid, ch.ch_referenceid, ch.ch_replicates, ch.ch_stddev, ch.ch_stderror, ch.ch_collectiondate, ch.ch_origreferenceid, ch.ch_georeferenceid, sslv.sst_typename FROM (SELECT sbsnumber AS ch_sbsnumber, methodid AS ch_methodid, median AS ch_median, mean AS ch_mean, minimum AS ch_minimum, maximum AS ch_maximum, n AS ch_n, valid AS ch_valid, referenceid AS ch_referenceid, replicates AS ch_replicates, stddeviation AS ch_stddev, stderror AS ch_stderror, collectiondate AS ch_collectiondate, origreferenceid AS ch_origreferenceid, georefid AS ch_georeferenceid, supportstructuretypeid AS ch_structureid FROM (SELECT sbsnumber, taxonid, mean, median, minimum, maximum, stderror, stddeviation, n, replicates, created_when, updated_when, collectiondate, p_comment, methodid, referenceid, origreferenceid, habitattypeid, georefid, valid, validsince, validuntil, ledaid, batchid, supportstructuretypeid, canopyheightid FROM canopyheight natural join taxontosbsassignment WHERE valid IN (-2, 1))) ch FULL JOIN (SELECT supportstructuretypeid AS sst_typeid, supportstructuretypename AS sst_typename FROM (select supportstructuretypeid, supportstructuretypename from supportstructuretype_lv)) sslv ON ch.ch_structureid = sslv.sst_typeid) ch_sslv FULL JOIN (SELECT georefid AS geo_georefid, countryname AS geo_countryname FROM (select * from georef_part)) geo ON ch_sslv.ch_georeferenceid = geo.geo_georefid) ch_geo FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON ch_geo.ch_origreferenceid = orf.or_origrefid) ch_orf ON r.ref_referenceid = ch_orf.ch_referenceid) r_ch ON m.m_methodid = r_ch.ch_methodid) m_ch ON sbs.sbs_sbsnumber = m_ch.ch_sbsnumber)) ORDER BY sbs_sbsnumber
on Mon Jul 14 15:27:18 CEST 2008 .

SBS name;SBS number;general method;single value [m];sample size;valid;reference;mean CH [m];maximum CH [m];minimum CH [m];number of replicates;standard deviation;standard error;collection date;original reference;country;external support structure
Ranunculus fluitans;26881;derivation from photos or drawings;.02;;1;BIOPOP April 2005;;.03;.01;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Ranunculus glacialis;26885;derivation from photos or drawings;.07;;1;BIOPOP April 2005;;.1;.04;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Ranunculus carinthiacus;26939;derivation from photos or drawings;.075;;1;BIOPOP April 2005;;.1;.05;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Helleborus niger;26973;derivation from photos or drawings;.225;;1;BIOPOP April 2005;;.3;.15;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Hepatica nobilis;26984;derivation from photos or drawings;.07;;1;BIOPOP April 2005;;.1;.04;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Hepatica nobilis;26984;laboratory/greenhouse/garden experiment;.12;25;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.11;.16;.06;;;;;;GERMANY;no
Ranunculus auricomus;27000;observation (like obvious taxonomical traits);.25;;1;ECOFLORA - database of the ecological flora of the british isles;;.4;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Ranunculus auricomus;27000;observation (like obvious taxonomical traits);.1;;1;ECOFLORA - database of the ecological flora of the british isles;;;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Ranunculus alpestris;27002;derivation from photos or drawings;.065;;1;BIOPOP April 2005;;.1;.03;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Ranunculus aquatilis;27005;derivation from photos or drawings;.02;;1;BIOPOP April 2005;;.02;;;;;;Haeupler, H. (2000): Bildatlas der Farn- und Bl¸tenpflanzen Deutschlands;GERMANY;unknown
Ranunculus arvensis;27014;observation (like obvious taxonomical traits);.375;;1;ECOFLORA - database of the ecological flora of the british isles;;.6;.15;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Ranunculus arvensis;27014;derivation from photos or drawings;.4;;1;BIOPOP April 2005;;.6;.2;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Ranunculus arvensis;27014;observation (like obvious taxonomical traits);.15;;1;ECOFLORA - database of the ecological flora of the british isles;;;.15;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Pulsatilla patens;27045;derivation from photos or drawings;.225;;1;BIOPOP April 2005;;.35;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Pulsatilla pratensis;27054;derivation from photos or drawings;.175;;1;BIOPOP April 2005;;.25;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Pulsatilla vernalis;27063;derivation from photos or drawings;.06;;1;BIOPOP April 2005;;.1;.02;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Pulsatilla vulgaris;27065;derivation from photos or drawings;.15;;1;BIOPOP April 2005;;.25;.05;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Pulsatilla vulgaris;27065;observation (like obvious taxonomical traits);.15;;1;ECOFLORA - database of the ecological flora of the british isles;;.15;;;;;;Wells, T. C. E. (unknown e-mail address);;unknown
Helleborus viridis;27076;observation (like obvious taxonomical traits);.3;;1;ECOFLORA - database of the ecological flora of the british isles;;.4;.2;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Helleborus viridis;27076;derivation from photos or drawings;.275;;1;BIOPOP April 2005;;.4;.15;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Helleborus viridis;27076;observation (like obvious taxonomical traits);.2;;1;ECOFLORA - database of the ecological flora of the british isles;;;.2;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Helleborus foetidus;27081;observation (like obvious taxonomical traits);.5;;1;ECOFLORA - database of the ecological flora of the british isles;;.8;.2;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Helleborus foetidus;27081;derivation from photos or drawings;.4;;1;BIOPOP April 2005;;.6;.2;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Helleborus foetidus;27081;actual measurement (following LEDA data standards);.25;1;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.25;.25;.25;;;;;;GERMANY;no
Helleborus foetidus;27081;observation (like obvious taxonomical traits);.2;;1;ECOFLORA - database of the ecological flora of the british isles;;;.2;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Consolida orientalis;27096;derivation from photos or drawings;.35;;1;BIOPOP April 2005;;.5;.2;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Myosurus minimus;27104;observation (like obvious taxonomical traits);.09;;1;ECOFLORA - database of the ecological flora of the british isles;;.13;.05;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Myosurus minimus;27104;observation (like obvious taxonomical traits);.05;;1;ECOFLORA - database of the ecological flora of the british isles;;;.05;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Myosurus minimus;27104;laboratory/greenhouse/garden experiment;.07;7;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.06;.1;.03;;;;;;GERMANY;no
Myosurus minimus;27104;derivation from photos or drawings;.06;;1;BIOPOP April 2005;;.1;.02;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Nigella arvensis;27106;derivation from photos or drawings;.2;;1;BIOPOP April 2005;;.3;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Nigella arvensis;27106;laboratory/greenhouse/garden experiment;.26;10;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.28;.34;.24;;;;;;GERMANY;no
Nigella damascena;27114;derivation from photos or drawings;.225;;1;BIOPOP April 2005;;.3;.15;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Nigella damascena;27114;laboratory/greenhouse/garden experiment;.55;14;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.54;.61;.43;;;;;;GERMANY;no
Nigella sativa;27124;derivation from photos or drawings;.265;;1;BIOPOP April 2005;;.35;.18;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Pulsatilla alpina;27129;derivation from photos or drawings;.25;;1;BIOPOP April 2005;;.35;.15;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Delphinium elatum;27141;derivation from photos or drawings;1.25;;1;BIOPOP April 2005;;1.8;.7;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Aquilegia vulgaris;27156;observation (like obvious taxonomical traits);.7;;1;ECOFLORA - database of the ecological flora of the british isles;;1;.4;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Aquilegia vulgaris;27156;observation (like obvious taxonomical traits);.4;;1;ECOFLORA - database of the ecological flora of the british isles;;;.4;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Eranthis hyemalis;27181;observation (like obvious taxonomical traits);.1;;1;ECOFLORA - database of the ecological flora of the british isles;;.15;.05;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Eranthis hyemalis;27181;observation (like obvious taxonomical traits);.05;;1;ECOFLORA - database of the ecological flora of the british isles;;;.05;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Eranthis hyemalis;27181;derivation from photos or drawings;.1;;1;BIOPOP April 2005;;.15;.05;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Clematis recta;27203;derivation from photos or drawings;.675;;1;BIOPOP April 2005;;1;.35;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Clematis vitalba;27205;observation (like obvious taxonomical traits);30;;1;ECOFLORA - database of the ecological flora of the british isles;;30;;;;;;Stace, C. A.(1992): New Flora of the British Isles, Cambridge University Press. [];;unknown
Clematis vitalba;27205;derivation from photos or drawings;10;;1;BIOPOP April 2005;;10;;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Clematis viticella;27206;derivation from photos or drawings;3;;1;BIOPOP April 2005;;3;;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Consolida ajacis;27212;derivation from photos or drawings;.55;;1;BIOPOP April 2005;;.85;.25;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Consolida regalis;27229;derivation from photos or drawings;.225;;1;BIOPOP April 2005;;.3;.15;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Aquilegia atrata;27254;derivation from photos or drawings;.4;;1;BIOPOP April 2005;;.55;.25;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Aquilegia einseleana;27264;derivation from photos or drawings;.1;;1;BIOPOP April 2005;;.15;.05;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Aconitum napellus;27279;observation (like obvious taxonomical traits);.75;;1;ECOFLORA - database of the ecological flora of the british isles;;1;.5;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Aconitum napellus;27279;derivation from photos or drawings;.925;;1;BIOPOP April 2005;;1.4;.45;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Aconitum napellus;27279;observation (like obvious taxonomical traits);.5;;1;ECOFLORA - database of the ecological flora of the british isles;;;.5;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Caltha palustris;27293;observation (like obvious taxonomical traits);.3;;1;ECOFLORA - database of the ecological flora of the british isles;;.3;;;;;;Fitter, A. H. (unknown e-mail address);;unknown
Caltha palustris;27293;derivation from photos or drawings;.225;;1;BIOPOP April 2005;;.3;.15;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Clematis alpina;27310;derivation from photos or drawings;1.5;;1;BIOPOP April 2005;;2;1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Actaea spicata;27324;observation (like obvious taxonomical traits);.475;;1;ECOFLORA - database of the ecological flora of the british isles;;.65;.3;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Actaea spicata;27324;observation (like obvious taxonomical traits);.3;;1;ECOFLORA - database of the ecological flora of the british isles;;;.3;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Actaea spicata;27324;derivation from photos or drawings;.45;;1;BIOPOP April 2005;;.6;.3;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Adonis aestivalis;27328;derivation from photos or drawings;.325;;1;BIOPOP April 2005;;.5;.15;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Adonis annua;27329;observation (like obvious taxonomical traits);.25;;1;ECOFLORA - database of the ecological flora of the british isles;;.4;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Adonis annua;27329;observation (like obvious taxonomical traits);.1;;1;ECOFLORA - database of the ecological flora of the british isles;;;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Adonis flammea;27336;derivation from photos or drawings;.325;;1;BIOPOP April 2005;;.45;.2;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Anemone nemorosa;27355;observation (like obvious taxonomical traits);.18;;1;ECOFLORA - database of the ecological flora of the british isles;;.3;.06;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Anemone nemorosa;27355;derivation from photos or drawings;.175;;1;BIOPOP April 2005;;.25;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Anemone nemorosa;27355;observation (like obvious taxonomical traits);.06;;1;ECOFLORA - database of the ecological flora of the british isles;;;.06;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Anemone ranunculoides;27359;derivation from photos or drawings;.15;;1;BIOPOP April 2005;;.2;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Anemone ranunculoides;27359;laboratory/greenhouse/garden experiment;.12;25;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.11;.15;.05;;;;;;GERMANY;no
Anemone sylvestris;27363;derivation from photos or drawings;.175;;1;BIOPOP April 2005;;.25;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Anemone sylvestris;27363;actual measurement (following LEDA data standards);.13;2;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.13;.21;.05;;;;;;GERMANY;no
Aconitum variegatum;27421;derivation from photos or drawings;1.05;;1;BIOPOP April 2005;;1.4;.7;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Rumex rugosus;27447;derivation from photos or drawings;.45;;1;BIOPOP April 2005;;.6;.3;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Rumex rupestris;27449;observation (like obvious taxonomical traits);.7;;1;ECOFLORA - database of the ecological flora of the british isles;;.7;;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Rumex sanguineus;27450;observation (like obvious taxonomical traits);1;;1;ECOFLORA - database of the ecological flora of the british isles;;1;;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Rumex sanguineus;27450;derivation from photos or drawings;.575;;1;BIOPOP April 2005;;.7;.45;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Rumex scutatus;27451;derivation from photos or drawings;.2;;1;BIOPOP April 2005;;.3;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Rumex stenophyllus;27453;derivation from photos or drawings;.55;;1;BIOPOP April 2005;;.7;.4;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Rumex thyrsiflorus;27457;derivation from photos or drawings;.575;;1;BIOPOP April 2005;;.9;.25;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Montia fontana;27478;observation (like obvious taxonomical traits);.26;;1;ECOFLORA - database of the ecological flora of the british isles;;.5;.02;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Montia fontana;27478;observation (like obvious taxonomical traits);.02;;1;ECOFLORA - database of the ecological flora of the british isles;;;.02;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Montia fontana;27478;derivation from photos or drawings;.21;;1;BIOPOP April 2005;;.4;.02;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Montia fontana subsp. chondrosperma;27489;actual measurement (following LEDA data standards);.02;25;-2;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;.02;.04;.02;;;;;;GERMANY;no
Claytonia perfoliata;27495;observation (like obvious taxonomical traits);.2;;1;ECOFLORA - database of the ecological flora of the british isles;;.3;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Claytonia perfoliata;27495;observation (like obvious taxonomical traits);.1;;1;ECOFLORA - database of the ecological flora of the british isles;;;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Claytonia perfoliata;27495;derivation from photos or drawings;.11;;1;BIOPOP April 2005;;.15;.07;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Claytonia sibirica;27498;observation (like obvious taxonomical traits);.275;;1;ECOFLORA - database of the ecological flora of the british isles;;.4;.15;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Claytonia sibirica;27498;observation (like obvious taxonomical traits);.15;;1;ECOFLORA - database of the ecological flora of the british isles;;;.15;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Portulaca oleracea;27501;observation (like obvious taxonomical traits);.2;;1;ECOFLORA - database of the ecological flora of the british isles;;.3;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Portulaca oleracea;27501;derivation from photos or drawings;.2;;1;BIOPOP April 2005;;.3;.1;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Portulaca oleracea;27501;observation (like obvious taxonomical traits);.1;;1;ECOFLORA - database of the ecological flora of the british isles;;;.1;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Rumex crispus;27506;observation (like obvious taxonomical traits);.9;;1;ECOFLORA - database of the ecological flora of the british isles;;1.5;.3;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Rumex crispus;27506;observation (like obvious taxonomical traits);.3;;1;ECOFLORA - database of the ecological flora of the british isles;;;.3;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Rumex crispus;27506;derivation from photos or drawings;.725;;1;BIOPOP April 2005;;1.2;.25;;;;;J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband;GERMANY;unknown
Rumex frutescens;27517;observation (like obvious taxonomical traits);.25;;1;ECOFLORA - database of the ecological flora of the british isles;;.25;;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
Rumex hydrolapathum;27528;observation (like obvious taxonomical traits);2;;1;ECOFLORA - database of the ecological flora of the british isles;;2;;;;;;Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge [];;unknown
